ID,Condition,Role,alpha_signed,neurons,n_entities,n_events,bot,n_tokens,mattr,LexicalH,lex_density,DEPID_R,clause_ratio
cbe030967d3611a9,-0.6Alpha_10000Neurons,librarian,-0.6α,10000,7.0,11.5,"The story is about a little bird who was very thirsty and had been searching for water for a long time. She became very tired and was about to faint when she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, causing the water level to rise. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to raise the water level so she could drink.",124,0.8392000000000001,10.02358286528301,0.4596774193548387,0.3790322580645161,0.07258064516129033
a0deca3df713b500,-0.6Alpha_10000Neurons,miner,-0.6α,10000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and had been searching for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, causing the water level to rise. Once the water was high enough, she was able to drink it and then flew away happily.",118,0.8395744680851064,9.862918395434908,0.4661016949152542,0.3983050847457627,0.06779661016949153
88931135d35b172b,-0.6Alpha_10000Neurons,nurse,-0.6α,10000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and was about to faint when she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and the water level rose. She was then able to drink the water and flew away happily. The bird used her intelligence and resourcefulness to solve the problem of reaching the water.",121,0.8239175257731959,9.92944188566414,0.487603305785124,0.4049586776859504,0.04958677685950413
e1fa67adc5ec7811,-0.6Alpha_10000Neurons,police officer,-0.6α,10000,7.0,11.5,"The story was about a little bird who was very thirsty and had been searching for water for a long time. She was exhausted and almost fainting when she saw a pitcher of water under a bench in a park. She sat on the pitcher but couldn’t reach the water because it was too deep for her short beak. She looked around and found some pebbles, which made her think of a solution. She dropped the pebbles one by one into the pitcher, causing the water level to rise. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to raise the water level, showing cleverness and problem-solving skills. The setting was a park on a hot day, and the bird’s determination and ingenuity helped her find a way to quench her thirst.",144,0.8390000000000001,10.3055137876569,0.4791666666666667,0.4097222222222222,0.08333333333333333
090efd7069fe4985,-0.6Alpha_10000Neurons,prison officer,-0.6α,10000,7.0,12.0,"It was a hot day, and a thirsty bird was searching for water for a long time. She became very tired and was about to faint. While looking around, she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher. As she did, the water level rose, allowing her to finally drink. After quenching her thirst, she flew away happily.",109,0.8531764705882351,10.27846629261656,0.4770642201834863,0.4036697247706422,0.05504587155963303
9a9ad1382b5ebaee,-0.6Alpha_10000Neurons,salesperson,-0.6α,10000,7.0,12.0,"The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and was about to faint when she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher but couldn’t reach the water because it was too deep for her short beak. She looked around and found some pebbles, which gave her an idea. She began dropping the pebbles one by one into the pitcher, and as the water level rose, she was finally able to drink from it. The bird then flew away happily, having solved her problem through clever thinking and persistence.",120,0.8670833333333333,10.24534793050517,0.4833333333333333,0.4333333333333333,0.06666666666666667
ac01e50aa00f838b,-0.6Alpha_10000Neurons,scientist,-0.6α,10000,7.0,11.5,"The story is about a little bird who was very thirsty and had been searching for water for a long time. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher but couldn’t reach the water because it was too deep for her. Her beak wasn’t long enough, so she looked around and found some pebbles. She then dropped the pebbles one by one into the pitcher, which raised the water level. Once the water was high enough, she was able to drink it. After quenching her thirst, she flew away happily. The bird used her intelligence and resourcefulness to solve the problem of accessing the water.",126,0.8262745098039216,10.30666001290737,0.4682539682539683,0.4126984126984127,0.06349206349206349
3019b1fe98a6ebda,-0.6Alpha_10000Neurons,security guard,-0.6α,10000,7.0,10.5,"The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She was tired and almost fainting when she found a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles one by one into the pitcher, which raised the water level. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to solve her problem, showing cleverness and determination. The setting was a park, and the main challenge was accessing the water. The bird’s actions demonstrate problem-solving and resourcefulness.",126,0.8184313725490198,10.30056725606494,0.5,0.4206349206349206,0.06349206349206349
0789d8cec7990c9a,-0.6Alpha_10000Neurons,soldier,-0.6α,10000,7.0,11.0,"The story is about a little bird who was very thirsty and tired on a hot day. She searched for water for a long time and was about to faint when she saw a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles one by one into the pitcher, which caused the water level to rise. Once the water was high enough, she was able to drink it and then flew away happily. The bird used the pebbles to make the water accessible, showing cleverness and determination.",112,0.8177272727272726,9.959588894047133,0.5,0.4196428571428572,0.09821428571428571
7680a3e16d9bcc61,-0.6Alpha_10000Neurons,teacher,-0.6α,10000,6.5,11.5,"The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and as a result, the water level rose. She was then able to drink the water and flew away happily. The bird used the pebbles to make the water level higher so she could access it. The story shows the bird’s cleverness and determination in solving her problem.",138,0.8277192982456142,9.930123401945535,0.4855072463768116,0.3985507246376812,0.05797101449275362
de8166a2cd6683a0,-0.6Alpha_10000Neurons,truck driver,-0.6α,10000,7.0,11.5,"The story was about a little bird who was very thirsty on a hot day and searched for water for a long time. She became tired and almost fainted but then noticed a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles one by one into the pitcher, which caused the water level to rise. Once the water was high enough, she was able to drink from it and then flew away happily. The bird used the pebbles to raise the water level, showing cleverness and determination.",112,0.8313636363636365,10.1116774598776,0.5178571428571429,0.4107142857142857,0.08035714285714286
35ba37a804c12271,-0.6Alpha_10000Neurons,welder,-0.6α,10000,7.0,10.5,"The story is about a little bird who was very thirsty and had been searching for water for a long time. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She tried to drink from it but couldn't because the water was too deep for her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, causing the water level to rise. Once the water was high enough, she was able to drink it and then flew away happily. The bird used her intelligence and resourcefulness to solve the problem of reaching the water.",119,0.8450526315789474,10.03954867969879,0.4621848739495799,0.3949579831932773,0.08403361344537816
f3a42df4e0d2b630,-0.6Alpha_2000Neurons,accountant,-0.6α,2000,7.0,10.5,"The story was about a thirsty bird who was searching for water on a hot day. She was very tired and almost fainted when she saw a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles into the pitcher one by one, which raised the water level. Eventually, she was able to drink the water and flew away happily. The bird used the pebbles to make the water level higher so she could access it. The setting was a park, and the main challenge was the depth of the water in the pitcher. The bird’s solution involved using small objects to raise the water level.",131,0.8127102803738318,9.920024079450956,0.4885496183206107,0.366412213740458,0.0916030534351145
8582e932a77dec79,-0.6Alpha_2000Neurons,airport ground staff,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and almost fainted. While looking for water, she saw a pitcher under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which made her think of a solution. She dropped the pebbles one by one into the pitcher, and as the water level rose, she was finally able to drink from it. After quenching her thirst, she flew away happily. I don’t know the exact time of day or the type of bird, but I remember the main events and the bird’s clever solution to the problem.",141,0.8505982905982908,9.99696013085782,0.475177304964539,0.4539007092198581,0.04964539007092199
b0f9b61b58cb15f8,-0.6Alpha_2000Neurons,architect,-0.6α,2000,7.0,11.0,"The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and almost fainted. While looking for water, she saw a pitcher under a bench in a park. The pitcher had some water inside, but it was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and the water level rose. Eventually, she was able to drink the water and flew away happily.",102,0.8312820512820513,10.08592615298051,0.5,0.4313725490196079,0.04901960784313725
5742684ce989c5fc,-0.6Alpha_2000Neurons,bank clerk,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and had been searching for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, which caused the water level to rise. Once the water was within reach, she was able to drink it and flew away happily.",118,0.8395744680851063,9.872147407877327,0.4491525423728814,0.3898305084745763,0.06779661016949153
46dfb194bd69c579,-0.6Alpha_2000Neurons,builder,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and had been searching for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, which caused the water level to rise. Once the water was within reach, she was able to drink it and flew away happily. The bird’s cleverness in using the pebbles to raise the water level helped her solve the problem.",136,0.840357142857143,9.979313000235031,0.4632352941176471,0.3676470588235294,0.07352941176470588
6211320a780be800,-0.6Alpha_2000Neurons,civil servant,-0.6α,2000,7.0,12.0,"It was a hot day, and a small bird was searching for water for a long time. She became very tired and was about to faint. While she was resting, she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which made her think. She picked up the pebbles one by one and dropped them into the pitcher. As she did this, the water level rose, allowing her to finally drink. After quenching her thirst, she flew away happily.",110,0.8348837209302322,10.1612066880774,0.4636363636363636,0.4181818181818182,0.06363636363636363
c9bdbb0778bf3f79,-0.6Alpha_2000Neurons,cleaner,-0.6α,2000,6.5,11.5,"It was a very hot day, and a little bird was searching for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach. Her beak wasn’t long enough, so she looked around and found some pebbles. She dropped them one by one into the pitcher, which raised the water level. She was then able to drink the water and flew away happily.",98,0.8432432432432432,9.893188748209333,0.4795918367346939,0.4387755102040816,0.05102040816326531
14bdbf8dd374813c,-0.6Alpha_2000Neurons,doctor,-0.6α,2000,7.0,12.0,"The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and almost fainted. While looking for water, she saw a pitcher under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and the water level rose. Eventually, she was able to drink the water and flew away happily.",105,0.822716049382716,10.07227843175322,0.4952380952380953,0.4285714285714285,0.04761904761904762
74e502424e3640ef,-0.6Alpha_2000Neurons,emergency dispatcher,-0.6α,2000,7.0,10.5,"The story was about a thirsty bird searching for water on a hot day. She was very tired and close to fainting when she found a pitcher of water under a park bench. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles into the pitcher one by one, which raised the water level. Once the water was high enough, she was able to drink it. After satisfying her thirst, she flew away happily. The bird used her intelligence and patience to solve the problem. The setting was a park, and the main challenge was the depth of the water. The bird's clever solution allowed her to get the water she needed.",128,0.8196153846153847,10.05906576851829,0.484375,0.40625,0.078125
298f4b165998bdff,-0.6Alpha_2000Neurons,engineer,-0.6α,2000,7.0,11.5,"The story was about a little bird who was very thirsty and had been searching for water for a long time. She was exhausted and nearly fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which made her think of a solution. She dropped the pebbles one by one into the pitcher, and as they sank, the water level rose. Eventually, the water became shallow enough for her to drink. She drank her fill and then flew away happily. The bird used her intelligence and resourcefulness to solve the problem of accessing the water.",128,0.838076923076923,10.16634172354987,0.484375,0.4453125,0.0625
e3b29d009d743d78,-0.6Alpha_2000Neurons,farmer,-0.6α,2000,7.0,11.5,"The story was about a little bird who was very thirsty and had been searching for water for a long time. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher but couldn’t reach the water because it was too deep for her beak. She looked around and found some pebbles, which made her think of a solution. She dropped the pebbles one by one into the pitcher, and as they sank, the water level rose. Eventually, she was able to drink the water and flew away happily. The bird used the pebbles to raise the water level so she could access it. She was very clever and resourceful in finding a way to get the water she needed.",137,0.8385840707964604,9.979693192699068,0.4598540145985401,0.3722627737226277,0.08029197080291971
d6d0f0bbeeef090a,-0.6Alpha_2000Neurons,firefighter,-0.6α,2000,7.0,10.5,"The story was about a thirsty bird searching for water on a hot day. She was very tired and almost fainting when she saw a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped them one by one into the pitcher, which raised the water level. Once the water was high enough, she was able to drink it. After quenching her thirst, she flew away happily. The bird used the pebbles to make the water level higher so she could access it. The pitcher was placed under a bench, and the bird was determined to find a way to drink. The story shows her cleverness and perseverance.",130,0.8418867924528303,10.17476559939599,0.4769230769230769,0.3923076923076923,0.09230769230769231
55ecd445df6d85fe,-0.6Alpha_2000Neurons,insurance agent,-0.6α,2000,7.0,12.0,"It was a hot day, and a thirsty bird was searching for water for a long time. She was very tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up each pebble and dropped it into the pitcher, causing the water level to rise. Eventually, she was able to drink the water and flew away happily.",100,0.8489473684210523,10.14601075303623,0.48,0.41,0.06
1df8afb375db6660,-0.6Alpha_2000Neurons,librarian,-0.6α,2000,7.0,12.0,"It was a hot day, and a little bird was very thirsty and tired, searching for water for a long time. She was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, which caused the water level to rise. Once the water was high enough, she was able to drink it. After drinking, she flew away happily. I don’t know the exact time of day or the color of the bird, but I remember the bird was thirsty, tired, and used pebbles to raise the water level so she could drink.",147,0.8289430894308945,9.92261361417438,0.4557823129251701,0.3673469387755102,0.07482993197278912
a4f1f1b06844e2c4,-0.6Alpha_2000Neurons,miner,-0.6α,2000,7.0,11.0,"A little bird was very thirsty on a hot day and searched for water for a long time. She was tired and almost fainted but then saw a pitcher of water under a bench in a park. The water was too deep for her to reach because her beak wasn’t long enough. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and the water level rose. Eventually, she was able to drink the water and flew away happily. The story shows her determination and cleverness in finding a way to get the water she needed.",109,0.8305882352941174,10.09490870998579,0.4954128440366973,0.4036697247706422,0.05504587155963303
00810b15446476f2,-0.6Alpha_2000Neurons,nurse,-0.6α,2000,7.0,12.0,"It was a hot day, and a thirsty bird was searching for water for a long time. She became very tired and was about to faint. While looking around, she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles. Using them, she dropped each one into the pitcher, which caused the water level to rise. Eventually, she was able to drink the water and flew away happily.",98,0.8654054054054054,10.05778285031102,0.5,0.3979591836734694,0.06122448979591837
0c40571ff093f733,-0.6Alpha_2000Neurons,police officer,-0.6α,2000,7.0,12.0,"It was a hot day, and a little bird was very thirsty and tired, searching for water for a long time. She was so exhausted she was about to faint. Then she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which made her think. She started dropping the pebbles one by one into the pitcher, and as she did, the water level rose. Eventually, the water was at a level she could reach, so she drank it and flew away happily.",113,0.8071910112359549,9.918634465556902,0.4778761061946903,0.415929203539823,0.07964601769911504
004983f2ebf3d342,-0.6Alpha_2000Neurons,prison officer,-0.6α,2000,7.0,11.0,"The story was about a little bird who was very thirsty on a hot day. She searched for water for a long time and became tired, almost fainting. She then saw a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak. She found some pebbles and dropped them into the pitcher, which raised the water level. She was able to drink the water and flew away happily. I don’t know the exact location of the park or the bird's species, but I remember she used pebbles to make the water accessible.",106,0.8580487804878048,10.06892583438111,0.5,0.4150943396226415,0.07547169811320754
08ab51c4bcf6d716,-0.6Alpha_2000Neurons,salesperson,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and had been searching for water for a long time. She became very tired and almost fainted but then saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and as they settled, the water level rose. This allowed her to drink the water, and she flew away happily. The bird used the pebbles to raise the water level so she could access it.",124,0.8352000000000003,9.959239902098645,0.4758064516129032,0.4032258064516129,0.0564516129032258
fbcc214774f05979,-0.6Alpha_2000Neurons,scientist,-0.6α,2000,7.0,9.5,"The story was about a thirsty bird who was searching for water on a hot day. She was very tired and almost fainting when she found a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles into the pitcher one by one, which raised the water level. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to solve the problem, showing clever thinking. I don’t know the exact location of the park or the type of bird, but the main details are clear. I don’t know if there were other birds around or how long she had been searching for water.",137,0.8368141592920354,10.13827725252861,0.4671532846715328,0.4233576642335766,0.06569343065693431
fe0daf76a6c0a82a,-0.6Alpha_2000Neurons,security guard,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day. She searched for water for a long time and became very tired, almost fainting. She finally spotted a pitcher of water under a bench in a park and flew down to sit on it. However, the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, raising the water level until she could finally drink. After quenching her thirst, she flew away happily. The bird used the pebbles to make the water level higher so she could access it.",118,0.8527659574468085,10.37079454620708,0.5084745762711864,0.4491525423728814,0.0847457627118644
7c81aadd82c606c1,-0.6Alpha_2000Neurons,soldier,-0.6α,2000,7.0,11.0,"It was a hot day, and a thirsty bird was searching for water but couldn't find any. She was very tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles. She dropped them one by one into the pitcher, which made the water level rise. Eventually, she could reach the water and drank it. She then flew away happily. I don’t know the exact location of the park or the bird’s name, but I remember the bird was thirsty, tired, and used pebbles to raise the water level so she could drink.",131,0.8508411214953272,10.2133859364499,0.4580152671755725,0.4045801526717557,0.04580152671755725
60ff6fbaa1c380a5,-0.6Alpha_2000Neurons,teacher,-0.6α,2000,7.0,12.0,"The story was about a little bird who was very thirsty on a hot day and had been searching for water for a long time. She became very tired and almost fainted. While looking around, she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which made her think of a solution. She dropped the pebbles one by one into the pitcher, and as the water level rose, she was finally able to drink from it. After quenching her thirst, she flew away happily.",115,0.8545054945054945,10.11402523064797,0.4782608695652174,0.4434782608695652,0.06086956521739131
