ID,Condition,Role,alpha_signed,neurons,bot,bot_clean,Correct,total_num,correctness_ratio
a0deca3df713b500,-0.6Alpha_10000Neurons,miner,-0.6α,10000,"cat, car, chair, clock, cloud, city, cake, camera, computer, coffee, chair, circle, color, country, candle","cat, car, chair, clock, cloud, city, cake, camera, computer, coffee, chair, circle, color, country, candle",yes,14.0,0.9333333333333333
88931135d35b172b,-0.6Alpha_10000Neurons,nurse,-0.6α,10000,"cat,car,chair,cloud,clock,computer,carpet,cake,coffee,cow,circle,color,carrot,cherry,catfish","cat,car,chair,cloud,clock,computer,carpet,cake,coffee,cow,circle,color,carrot,cherry,catfish",yes,15.0,1.0
e1fa67adc5ec7811,-0.6Alpha_10000Neurons,police officer,-0.6α,10000,"cat, car, cake, computer, chair, clock, cloud, city, color, cup, cow, car, camera, cinema, cake, clock","cat, car, cake, computer, chair, clock, cloud, city, color, cup, cow, car, camera, cinema, cake, clock",yes,13.0,0.8125
090efd7069fe4985,-0.6Alpha_10000Neurons,prison officer,-0.6α,10000,"cat,car,chair,clock,cloud,city,carpet,computer,chair,cake,can,cup,cat,cow,carrot","cat,car,chair,clock,cloud,city,carpet,computer,chair,cake,can,cup,cat,cow,carrot",yes,13.0,0.8666666666666667
9a9ad1382b5ebaee,-0.6Alpha_10000Neurons,salesperson,-0.6α,10000,"cat,car,chair,clock,cloud,city,computer,carpet,cake,cow,chicken,can,cup,clock,cat","cat,car,chair,clock,cloud,city,computer,carpet,cake,cow,chicken,can,cup,clock,cat",yes,13.0,0.8666666666666667
ac01e50aa00f838b,-0.6Alpha_10000Neurons,scientist,-0.6α,10000,"cat,car,chair,cloud,clock,cake,computer,carpet,city,chair,camera,can,cup,cat,cow","cat,car,chair,cloud,clock,cake,computer,carpet,city,chair,camera,can,cup,cat,cow",yes,13.0,0.8666666666666667
3019b1fe98a6ebda,-0.6Alpha_10000Neurons,security guard,-0.6α,10000,"cat, car, cake, chair, computer, clock, cloud, cow, cat, cup, camera, castle, city, candy, caribbean","cat, car, cake, chair, computer, clock, cloud, cow, cat, cup, camera, castle, city, candy, caribbean",yes,14.0,0.9333333333333333
0789d8cec7990c9a,-0.6Alpha_10000Neurons,soldier,-0.6α,10000,"cat, cow, car, chair, city, cloud, clock, computer, camera, cake, carrot, cricket, coconut, cheetah, circle","cat, cow, car, chair, city, cloud, clock, computer, camera, cake, carrot, cricket, coconut, cheetah, circle",yes,15.0,1.0
7680a3e16d9bcc61,-0.6Alpha_10000Neurons,teacher,-0.6α,10000,"cat,car,chair,clock,cloud,computer,carpet,city,color,coffee,cake,can,catapult,chicken,cloudy","cat,car,chair,clock,cloud,computer,carpet,city,color,coffee,cake,can,catapult,chicken,cloudy",yes,15.0,1.0
de8166a2cd6683a0,-0.6Alpha_10000Neurons,truck driver,-0.6α,10000,"cat,car,chair,cloud,clock,city,carpet,cake,computer,camera,can,cup,cow,chicken,cloudy","cat,car,chair,cloud,clock,city,carpet,cake,computer,camera,can,cup,cow,chicken,cloudy",yes,15.0,1.0
35ba37a804c12271,-0.6Alpha_10000Neurons,welder,-0.6α,10000,"cat, car, cake, chair, clock, cloud, cow, computer, camera, cup, city, color, candy, car, coat","cat, car, cake, chair, clock, cloud, cow, computer, camera, cup, city, color, candy, car, coat",yes,14.0,0.9333333333333333
f3a42df4e0d2b630,-0.6Alpha_2000Neurons,accountant,-0.6α,2000,"cat, car, cake, cloud, clock, computer, car, chair, city, color, country, cup, cake, camera, coat","cat, car, cake, cloud, clock, computer, car, chair, city, color, country, cup, cake, camera, coat",yes,13.0,0.8666666666666667
8582e932a77dec79,-0.6Alpha_2000Neurons,airport ground staff,-0.6α,2000,"cat,car,chair,cloud,computer,coffee,city,carpet,calendar,coat,clock,crayon,chair,cloud,computer","cat,car,chair,cloud,computer,coffee,city,carpet,calendar,coat,clock,crayon,chair,cloud,computer",yes,12.0,0.8
b0f9b61b58cb15f8,-0.6Alpha_2000Neurons,architect,-0.6α,2000,"cat,car,cloud,clock,chair,computer,coffee,cake,chair,city,color,cat,camera,canoe,chicken","cat,car,cloud,clock,chair,computer,coffee,cake,chair,city,color,cat,camera,canoe,chicken",yes,13.0,0.8666666666666667
5742684ce989c5fc,-0.6Alpha_2000Neurons,bank clerk,-0.6α,2000,"car, cat, cake, computer, cloud, chair, clock, camera, cup, cow, car, cat, cake, computer, cloud","car, cat, cake, computer, cloud, chair, clock, camera, cup, cow, car, cat, cake, computer, cloud",yes,10.0,0.6666666666666666
46dfb194bd69c579,-0.6Alpha_2000Neurons,builder,-0.6α,2000,"cat,car,chair,coffee,computer,city,cloud,clock,coat,carpet,calendar,cricket,camera,castle,cookie","cat,car,chair,coffee,computer,city,cloud,clock,coat,carpet,calendar,cricket,camera,castle,cookie",yes,15.0,1.0
6211320a780be800,-0.6Alpha_2000Neurons,civil servant,-0.6α,2000,"cat,cow,car,chair,cake,cloud,clock,computer,carpet,circle,can,cap,celebration,chicken,cloudy","cat,cow,car,chair,cake,cloud,clock,computer,carpet,circle,can,cap,celebration,chicken,cloudy",yes,15.0,1.0
c9bdbb0778bf3f79,-0.6Alpha_2000Neurons,cleaner,-0.6α,2000,"cat,car,chair,computer,coffee,cloud,city,clock,coat,carpet,camera,chair,computer,coffee,cloud","cat,car,chair,computer,coffee,cloud,city,clock,coat,carpet,camera,chair,computer,coffee,cloud",yes,11.0,0.7333333333333333
14bdbf8dd374813c,-0.6Alpha_2000Neurons,doctor,-0.6α,2000,"cat, car, cake, cloud, computer, chair, clock, city, color, cinema, cinema, cold, cake, car, cat","cat, car, cake, cloud, computer, chair, clock, city, color, cinema, cinema, cold, cake, car, cat",yes,11.0,0.7333333333333333
74e502424e3640ef,-0.6Alpha_2000Neurons,emergency dispatcher,-0.6α,2000,"cat, car, cake, cloud, clock, computer, chair, color, city, cinema, coffee, camera, castle, candy, cow","cat, car, cake, cloud, clock, computer, chair, color, city, cinema, coffee, camera, castle, candy, cow",yes,15.0,1.0
298f4b165998bdff,-0.6Alpha_2000Neurons,engineer,-0.6α,2000,"cat,car,cloud,clock,carpet,cake,camera,coffee,cat,city,chicken,circle,color,clock,cup","cat,car,cloud,clock,carpet,cake,camera,coffee,cat,city,chicken,circle,color,clock,cup",yes,13.0,0.8666666666666667
e3b29d009d743d78,-0.6Alpha_2000Neurons,farmer,-0.6α,2000,"cat,car,cloud,clock,city,chair,carpet,cake,can,cup,cow,carrot,clock,city,chair","cat,car,cloud,clock,city,chair,carpet,cake,can,cup,cow,carrot,clock,city,chair",yes,12.0,0.8
d6d0f0bbeeef090a,-0.6Alpha_2000Neurons,firefighter,-0.6α,2000,"cat,car,cloud,clock,chair,city,carpet,cake,camera,computer,carrot,cow,circle,color,coffee","cat,car,cloud,clock,chair,city,carpet,cake,camera,computer,carrot,cow,circle,color,coffee",yes,15.0,1.0
55ecd445df6d85fe,-0.6Alpha_2000Neurons,insurance agent,-0.6α,2000,"cat,car,chair,cloud,clock,computer,carpet,cake,coffee,cap,camera,carpet,clock,cat,cow","cat,car,chair,cloud,clock,computer,carpet,cake,coffee,cap,camera,carpet,clock,cat,cow",yes,12.0,0.8
1df8afb375db6660,-0.6Alpha_2000Neurons,librarian,-0.6α,2000,"cat,car,chair,cloud,computer,city,coat,coffee,clock,carpet,cake,crayon,chair,cloud,clock","cat,car,chair,cloud,computer,city,coat,coffee,clock,carpet,cake,crayon,chair,cloud,clock",yes,12.0,0.8
a4f1f1b06844e2c4,-0.6Alpha_2000Neurons,miner,-0.6α,2000,"cat,car,cloud,clock,chair,city,carpet,camera,can,cap,cake,carrot,circle,color,coffee","cat,car,cloud,clock,chair,city,carpet,camera,can,cap,cake,carrot,circle,color,coffee",yes,15.0,1.0
00810b15446476f2,-0.6Alpha_2000Neurons,nurse,-0.6α,2000,"cat,car,cloud,clock,chair,cake,computer,carpet,cup,camera,chair,city,color,cat,clock","cat,car,cloud,clock,chair,cake,computer,carpet,cup,camera,chair,city,color,cat,clock",yes,12.0,0.8
0c40571ff093f733,-0.6Alpha_2000Neurons,police officer,-0.6α,2000,"cat, car, cake, cloud, chair, clock, color, computer, city, cup, cow, car, camera, cake, candy","cat, car, cake, cloud, chair, clock, color, computer, city, cup, cow, car, camera, cake, candy",yes,13.0,0.8666666666666667
004983f2ebf3d342,-0.6Alpha_2000Neurons,prison officer,-0.6α,2000,"cat,car,cloud,clock,chair,city,carpet,camera,can,cake,chair,cap,clock,cow,carpet","cat,car,cloud,clock,chair,city,carpet,camera,can,cake,chair,cap,clock,cow,carpet",yes,12.0,0.8
08ab51c4bcf6d716,-0.6Alpha_2000Neurons,salesperson,-0.6α,2000,"cat, car, cake, chair, cloud, clock, computer, camera, city, color, cup, cake, coat, cow, car, cake","cat, car, cake, chair, cloud, clock, computer, camera, city, color, cup, cake, coat, cow, car, cake",yes,13.0,0.8125
fbcc214774f05979,-0.6Alpha_2000Neurons,scientist,-0.6α,2000,"cat, car, cow, cloud, cake, chair, clock, computer, camera, car, city, color, country, cup, cake","cat, car, cow, cloud, cake, chair, clock, computer, camera, car, city, color, country, cup, cake",yes,13.0,0.8666666666666667
fe0daf76a6c0a82a,-0.6Alpha_2000Neurons,security guard,-0.6α,2000,"cat,car,chair,clock,cloud,city,color,coffee,cake,carpet,computer,carpet,chair,clock,cloud","cat,car,chair,clock,cloud,city,color,coffee,cake,carpet,computer,carpet,chair,clock,cloud",yes,11.0,0.7333333333333333
7c81aadd82c606c1,-0.6Alpha_2000Neurons,soldier,-0.6α,2000,"cat,cow,car,chair,cloud,color,clock,computer,carpet,cake,coffee,cat,cup,chicken,carrot","cat,cow,car,chair,cloud,color,clock,computer,carpet,cake,coffee,cat,cup,chicken,carrot",yes,14.0,0.9333333333333333
60ff6fbaa1c380a5,-0.6Alpha_2000Neurons,teacher,-0.6α,2000,"cat, car, cake, chair, cloud, clock, city, computer, cup, color, car, cheese, cow, cat, cake","cat, car, cake, chair, cloud, clock, city, computer, cup, color, car, cheese, cow, cat, cake",yes,12.0,0.8
88affc35a4046761,-0.6Alpha_2000Neurons,truck driver,-0.6α,2000,"cat,car,chair,computer,city,cloud,coat,coffee,coin,chair,cloud,coat,coffee,coin,clock","cat,car,chair,computer,city,cloud,coat,coffee,coin,chair,cloud,coat,coffee,coin,clock",yes,10.0,0.6666666666666666
d4ca3e13bac51d26,-0.6Alpha_2000Neurons,welder,-0.6α,2000,"cat, car, cloud, clock, chair, computer, cake, camera, castle, city, color, cup, cow, car, cookie","cat, car, cloud, clock, chair, computer, cake, camera, castle, city, color, cup, cow, car, cookie",yes,14.0,0.9333333333333333
9edc6bad4bcf8e05,-0.6Alpha_AllSigNeurons,accountant,-0.6α,AllSig,"cat, cow, car, chair, cloud, clock, computer, cup, cake, canoe, castle, camel, cherry, carrot, cactus","cat, cow, car, chair, cloud, clock, computer, cup, cake, canoe, castle, camel, cherry, carrot, cactus",yes,15.0,1.0
f55275897ac0066c,-0.6Alpha_AllSigNeurons,airport ground staff,-0.6α,AllSig,"cat, cow, car, chair, cake, cloud, computer, clock, cup, car, clothes, color, cheese, clown, canoe","cat, cow, car, chair, cake, cloud, computer, clock, cup, car, clothes, color, cheese, clown, canoe",yes,14.0,0.9333333333333333
68d5de4fa4137a37,-0.6Alpha_AllSigNeurons,architect,-0.6α,AllSig,"cat, cow, car, chair, clock, cloud, computer, cup, cake, camel, chicken, carrot, canoe, cactus, clown","cat, cow, car, chair, clock, cloud, computer, cup, cake, camel, chicken, carrot, canoe, cactus, clown",yes,15.0,1.0
1a7a5b41e8d02365,-0.6Alpha_AllSigNeurons,bank clerk,-0.6α,AllSig,"cat, cow, car, cloud, clock, cup, chair, computer, cake, candy, camera, car, canoe, cactus, coat","cat, cow, car, cloud, clock, cup, chair, computer, cake, candy, camera, car, canoe, cactus, coat",yes,14.0,0.9333333333333333
c33c14ca66f10317,-0.6Alpha_AllSigNeurons,builder,-0.6α,AllSig,"cat, cow, car, chair, cloud, cake, clock, computer, cup, clothes, camera, castle, circle, cheese, color","cat, cow, car, chair, cloud, cake, clock, computer, cup, clothes, camera, castle, circle, cheese, color",yes,15.0,1.0
bfd6970592669574,-0.6Alpha_AllSigNeurons,civil servant,-0.6α,AllSig,"cat, cow, car, chair, computer, cake, cup, cloud, cat, cow, car, chair, computer, cake, cup","cat, cow, car, chair, computer, cake, cup, cloud, cat, cow, car, chair, computer, cake, cup",yes,8.0,0.5333333333333333
971a9d160a56ebdd,-0.6Alpha_AllSigNeurons,cleaner,-0.6α,AllSig,"cat, cow, car, cake, chair, clock, cloud, computer, cup, clothes, car, cake, chair, clock, cloud","cat, cow, car, cake, chair, clock, cloud, computer, cup, clothes, car, cake, chair, clock, cloud",yes,10.0,0.6666666666666666
f5282d9bf7c7a789,-0.6Alpha_AllSigNeurons,doctor,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, computer, cup, cake, car, camel, corn, cactus, cat, cow","cat, cow, car, cloud, chair, clock, computer, cup, cake, car, camel, corn, cactus, cat, cow",yes,12.0,0.8
7137fa6c40025199,-0.6Alpha_AllSigNeurons,emergency dispatcher,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, computer, cup, cake, coat, corn, car, camel, crab, cat, cow","cat, cow, car, cloud, chair, clock, computer, cup, cake, coat, corn, car, camel, crab, cat, cow",yes,13.0,0.8125
3f5cee714124527e,-0.6Alpha_AllSigNeurons,engineer,-0.6α,AllSig,"cat, cow, car, chair, computer, cake, cup, cloud, clock, car, canoe, camel, corn, cherry, clown","cat, cow, car, chair, computer, cake, cup, cloud, clock, car, canoe, camel, corn, cherry, clown",yes,14.0,0.9333333333333333
5a5493eb792b3be6,-0.6Alpha_AllSigNeurons,farmer,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, cup, cake, car, computer, camera, canoe, cactus, chicken, crayon","cat, cow, car, cloud, chair, clock, cup, cake, car, computer, camera, canoe, cactus, chicken, crayon",yes,14.0,0.9333333333333333
c72e46ecc063aee7,-0.6Alpha_AllSigNeurons,firefighter,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, cake, computer, cup, clothes, color, cheese, city, corn, canoe","cat, cow, car, cloud, chair, clock, cake, computer, cup, clothes, color, cheese, city, corn, canoe",yes,15.0,1.0
20a0eb5bfebfb66e,-0.6Alpha_AllSigNeurons,insurance agent,-0.6α,AllSig,"cat, cow, car, cake, chair, cloud, cup, computer, cat, car, cake, chair, cloud, cup","cat, cow, car, cake, chair, cloud, cup, computer, cat, car, cake, chair, cloud, cup",yes,8.0,0.5714285714285714
08655487b5c3f2b9,-0.6Alpha_AllSigNeurons,librarian,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, computer, cup, cake, camel, cherry, cactus, clown, canoe, coin","cat, cow, car, cloud, chair, clock, computer, cup, cake, camel, cherry, cactus, clown, canoe, coin",yes,15.0,1.0
e8c7779dd0d6b1a0,-0.6Alpha_AllSigNeurons,miner,-0.6α,AllSig,"cat, cow, car, chair, cake, cloud, clock, computer, cup, cat, car, cloud, clock, computer, cup","cat, cow, car, chair, cake, cloud, clock, computer, cup, cat, car, cloud, clock, computer, cup",yes,9.0,0.6
9f7ae44b4b31fd65,-0.6Alpha_AllSigNeurons,nurse,-0.6α,AllSig,"cat, cow, car, chair, cloud, clock, cup, cake, computer, camera, car, city, color, clothes, candy","cat, cow, car, chair, cloud, clock, cup, cake, computer, camera, car, city, color, clothes, candy",yes,14.0,0.9333333333333333
9a8a77a8e6221492,-0.6Alpha_AllSigNeurons,police officer,-0.6α,AllSig,"cat, cow, car, chair, computer, cup, cake, cloud, clock, cat, cow, car, chair, computer, cup","cat, cow, car, chair, computer, cup, cake, cloud, clock, cat, cow, car, chair, computer, cup",yes,9.0,0.6
fd0b7df51029544c,-0.6Alpha_AllSigNeurons,prison officer,-0.6α,AllSig,"cat, cow, car, cloud, chair, clock, computer, cake, cup, coat, cheese, crab, cactus, camel, coin","cat, cow, car, cloud, chair, clock, computer, cake, cup, coat, cheese, crab, cactus, camel, coin",yes,15.0,1.0
8eac65fb3663bc94,-0.6Alpha_AllSigNeurons,salesperson,-0.6α,AllSig,"cat, cow, car, chair, cake, clock, computer, cup, cloud, cat, cone, coat, cash, camera, candle","cat, cow, car, chair, cake, clock, computer, cup, cloud, cat, cone, coat, cash, camera, candle",yes,14.0,0.9333333333333333
a485f9521d6a9fcc,-0.6Alpha_AllSigNeurons,scientist,-0.6α,AllSig,"cat, cow, car, chair, cloud, clock, computer, cup, cake, coat, camel, carrot, corn, cactus, clown","cat, cow, car, chair, cloud, clock, computer, cup, cake, coat, camel, carrot, corn, cactus, clown",yes,15.0,1.0
845cc6bd73cc1785,-0.6Alpha_AllSigNeurons,security guard,-0.6α,AllSig,"cat, cow, car, cloud, chair, cake, computer, cup, clock, car, camel, chicken, crab, cow, cat","cat, cow, car, cloud, chair, cake, computer, cup, clock, car, camel, chicken, crab, cow, cat",yes,12.0,0.8
e1878e6390ccd241,-0.6Alpha_AllSigNeurons,soldier,-0.6α,AllSig,"cat, cow, car, cloud, cake, chair, clock, computer, cup, camera, car, canoe, clothes, cake, city","cat, cow, car, cloud, cake, chair, clock, computer, cup, camera, car, canoe, clothes, cake, city",yes,13.0,0.8666666666666667
c42ffb52722449f8,-0.6Alpha_AllSigNeurons,teacher,-0.6α,AllSig,"cat, cow, car, chair, computer, cake, cup, clock, cloud, coat, candy, car, canoe, camel, cat, cow","cat, cow, car, chair, computer, cake, cup, clock, cloud, coat, candy, car, canoe, camel, cat, cow",yes,13.0,0.8125
c99637b7b940af06,-0.6Alpha_AllSigNeurons,truck driver,-0.6α,AllSig,"cat, cow, car, chair, cup, cake, computer, clock, cloud, cat, car, chair, cup, cake, computer","cat, cow, car, chair, cup, cake, computer, clock, cloud, cat, car, chair, cup, cake, computer",yes,9.0,0.6
0a6290a3f09a3845,-0.6Alpha_AllSigNeurons,welder,-0.6α,AllSig,"cat, cow, car, chair, cake, cloud, clock, computer, cup, cat, cow, car, chair, cake, cloud","cat, cow, car, chair, cake, cloud, clock, computer, cup, cat, cow, car, chair, cake, cloud",yes,9.0,0.6
23e183a8a3b764ee,0.2Alpha_10000Neurons,accountant,0.2α,10000,"cat, car, cake, cloud, color, chair, clock, city, cow, cup, cold, coat, coin, cake, car.","cat, car, cake, cloud, color, chair, clock, city, cow, cup, cold, coat, coin, cake, car.",yes,13.0,0.8666666666666667
860119a954365359,0.2Alpha_10000Neurons,airport ground staff,0.2α,10000,"cat, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake","cat, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake",yes,3.0,0.2
4b3202b712286e4a,0.2Alpha_10000Neurons,architect,0.2α,10000,"cat, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake","cat, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake, car, cake",yes,3.0,0.2
2cfe066e7f0a42bf,0.2Alpha_10000Neurons,bank clerk,0.2α,10000,"cat, car, cake, chair, cloud, color, cold, cook, computer, create, cinema, city, clock, cake, calm","cat, car, cake, chair, cloud, color, cold, cook, computer, create, cinema, city, clock, cake, calm",yes,14.0,0.9333333333333333
5784abc2212311e6,0.2Alpha_10000Neurons,builder,0.2α,10000,"cat, car, cake, cloud, clock, cold, color, come, cook, country, cover, create, cross, crowd, cup","cat, car, cake, cloud, clock, cold, color, come, cook, country, cover, create, cross, crowd, cup",yes,15.0,1.0
0d3a8f039b3d7773,0.2Alpha_10000Neurons,civil servant,0.2α,10000,"cat,car,can,cap,cake,clock,city,cloud,coffee,cold,cat,cart,chair,clock,clean,i don’t know.","cat,car,can,cap,cake,clock,city,cloud,coffee,cold,cat,cart,chair,clock,clean,",edit,13.0,0.8666666666666667
896e45dc31afce47,0.2Alpha_10000Neurons,cleaner,0.2α,10000,"cat, car, cake, cup, cloud, cold, color, city, clock, chair, cow, cat, computer, camera, cake","cat, car, cake, cup, cloud, cold, color, city, clock, chair, cow, cat, computer, camera, cake",yes,13.0,0.8666666666666667
7be539a818787310,0.2Alpha_10000Neurons,doctor,0.2α,10000,"cat, car, cloud, clock, color, city, chair, cake, computer, car, cup, coat, cold, cake, climb","cat, car, cloud, clock, color, city, chair, cake, computer, car, cup, coat, cold, cake, climb",yes,13.0,0.8666666666666667
2e2bca8caef1f0cd,0.2Alpha_10000Neurons,emergency dispatcher,0.2α,10000,"cat,cow,car,cloud,clock,city,carpet,cake,can,cap,cat,cart,chair,cake,clock","cat,cow,car,cloud,clock,city,carpet,cake,can,cap,cat,cart,chair,cake,clock",yes,12.0,0.8
bfca85dcb6c28b06,0.2Alpha_10000Neurons,engineer,0.2α,10000,"cat, car, cake, cow, cloud, cold, color, clock, city, chair, cup, coat, car, cake, cow","cat, car, cake, cow, cloud, cold, color, clock, city, chair, cup, coat, car, cake, cow",yes,12.0,0.8
0c148d6c7cde351f,0.2Alpha_10000Neurons,farmer,0.2α,10000,"cat, car, cake, clock, color, cloud, cold, city, computer, cake, chair, country, cow, coat, cake","cat, car, cake, clock, color, cloud, cold, city, computer, cake, chair, country, cow, coat, cake",yes,13.0,0.8666666666666667
16d73b0e69e7c8f8,0.2Alpha_10000Neurons,firefighter,0.2α,10000,"cat,car,carpet,cake,clock,cloud,computer,chair,coffee,cap,camera,cat,clock,cloud,computer","cat,car,carpet,cake,clock,cloud,computer,chair,coffee,cap,camera,cat,clock,cloud,computer",yes,11.0,0.7333333333333333
7e3e708779cce5f0,0.2Alpha_10000Neurons,insurance agent,0.2α,10000,"cat,car,carpet,clock,coffee,cake,cat,clock,camera,cow,circle,cloud,color,cat,clock","cat,car,carpet,clock,coffee,cake,cat,clock,camera,cow,circle,cloud,color,cat,clock",yes,11.0,0.7333333333333333
77b66a13657d4138,0.2Alpha_10000Neurons,librarian,0.2α,10000,"cat, car, cake, cloud, color, chair, city, clock, computer, cake, cow, cup, cold, coat, cake","cat, car, cake, cloud, color, chair, city, clock, computer, cake, cow, cup, cold, coat, cake",yes,13.0,0.8666666666666667
0756f8f887591188,0.2Alpha_10000Neurons,miner,0.2α,10000,"cat,car,carpet,cake,clock,cloud,city,chair,cow,cold,color,coffee,circle,carpet,camera","cat,car,carpet,cake,clock,cloud,city,chair,cow,cold,color,coffee,circle,carpet,camera",yes,14.0,0.9333333333333333
dd29f0af30c2b17c,0.2Alpha_10000Neurons,nurse,0.2α,10000,"cat, cow, car, cake, chair, clock, cloud, cold, color, country, city, computer, cake, car, cow","cat, cow, car, cake, chair, clock, cloud, cold, color, country, city, computer, cake, car, cow",yes,12.0,0.8
2c3ae213716f612a,0.2Alpha_10000Neurons,police officer,0.2α,10000,"cat, car, cake, cloud, color, cold, city, clock, coat, cake, chair, cinema, computer, create, cinema","cat, car, cake, cloud, color, cold, city, clock, coat, cake, chair, cinema, computer, create, cinema",yes,13.0,0.8666666666666667
50efcf9bc52b713c,0.2Alpha_10000Neurons,prison officer,0.2α,10000,"cat, car, cake, cloud, cold, color, cook, computer, country, cover, create, cross, crown, cup, cake","cat, car, cake, cloud, cold, color, cook, computer, country, cover, create, cross, crown, cup, cake",yes,14.0,0.9333333333333333
2161942e52a23578,0.2Alpha_10000Neurons,salesperson,0.2α,10000,"cat, car, cake, cloud, cow, chair, clock, computer, color, cold, city, coat, cake, climb, create, cross","cat, car, cake, cloud, cow, chair, clock, computer, color, cold, city, coat, cake, climb, create, cross",yes,15.0,0.9375
