"ID","annotation_id","annotator","created_at","id","lead_time","orig_ID","sent_label","sentence","sentence_id","span_labels","updated_at"
"b45c50cd638f3f88_5",14,"1","2026-02-25T17:13:16.487922Z",14,160.175,"b45c50cd638f3f88","NONEP","The cashier is efficient, scanning items quickly while I try to remember if I picked up everything on my list.",5,"[{""start"":26,""end"":48,""text"":""scanning items quickly"",""labels"":[""EP""]},{""start"":49,""end"":72,""text"":""while I try to remember"",""labels"":[""EP""]},{""start"":73,""end"":110,""text"":""if I picked up everything on my list."",""labels"":[""EP""]},{""start"":61,""end"":72,""text"":""to remember"",""labels"":[""EP""]}]","2026-02-25T17:13:16.487944Z"
"b45c50cd638f3f88_6",15,"1","2026-02-25T17:13:37.061933Z",15,20.419,"b45c50cd638f3f88","EP","A mother and her toddler pass by, the child reaching for a colorful cereal box.",6,"[{""start"":33,""end"":78,""text"":"" the child reaching for a colorful cereal box"",""labels"":[""EP""]}]","2026-02-25T17:13:37.061951Z"
"b45c50cd638f3f88_7",16,"1","2026-02-25T17:15:22.154207Z",16,104.937,"b45c50cd638f3f88","EP","I smile to myself, thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home.",7,"[{""start"":19,""end"":123,""text"":""thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home"",""labels"":[""EP""]},{""start"":101,""end"":124,""text"":""make it feel like home."",""labels"":[""EP""]}]","2026-02-25T17:15:22.154221Z"
"a7748adde1db7e07_1",17,"1","2026-02-25T17:16:09.087575Z",17,46.792,"a7748adde1db7e07","NONEP","I was in a bustling supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead.",1,"[{""start"":56,""end"":103,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]","2026-02-25T17:16:09.087597Z"
"a7748adde1db7e07_2",18,"1","2026-02-25T17:16:56.740364Z",18,47.515,"a7748adde1db7e07","EP","The aisles were packed with shoppers browsing shelves, some pushing carts filled with groceries, others scanning barcodes with handheld devices.",2,"[{""start"":55,""end"":96,""text"":""some pushing carts filled with groceries,"",""labels"":[""EP""]},{""start"":97,""end"":144,""text"":""others scanning barcodes with handheld devices."",""labels"":[""EP""]}]","2026-02-25T17:16:56.740380Z"
"a7748adde1db7e07_3",19,"1","2026-02-25T17:18:17.904231Z",19,81.016,"a7748adde1db7e07","EP","The scent of fresh produce and baked goods filled the air, mingling with the faint hum of conversation.",3,"[{""start"":59,""end"":103,""text"":""mingling with the faint hum of conversation."",""labels"":[""EP""]}]","2026-02-25T17:18:17.904246Z"
"a7748adde1db7e07_4",20,"1","2026-02-25T17:19:20.863767Z",20,62.819,"a7748adde1db7e07","EP","I moved through the cereal aisle, picking up a box of oats, then stopped at the dairy section to grab milk.",4,"[{""start"":34,""end"":58,""text"":""picking up a box of oats"",""labels"":[""EP""]},{""start"":60,""end"":107,""text"":""then stopped at the dairy section to grab milk."",""labels"":[""EP""]},{""start"":94,""end"":107,""text"":""to grab milk."",""labels"":[""EP""]}]","2026-02-25T17:19:20.863787Z"
"a7748adde1db7e07_5",21,"1","2026-02-25T17:19:39.414053Z",21,18.386,"a7748adde1db7e07","EP","A young mother with a toddler in a stroller passed me, the child reaching for a colorful toy on the floor.",5,"[{""start"":55,""end"":106,""text"":""the child reaching for a colorful toy on the floor."",""labels"":[""EP""]}]","2026-02-25T17:19:39.414073Z"
"a7748adde1db7e07_6",22,"1","2026-02-25T17:21:30.809605Z",22,111.259,"a7748adde1db7e07","EP","I grabbed a loaf of bread from the bakery display, its golden crust still warm.",6,"[{""start"":51,""end"":79,""text"":""its golden crust still warm."",""labels"":[""NONEP""]}]","2026-02-25T17:21:30.809623Z"
"a7748adde1db7e07_7",23,"1","2026-02-25T17:23:33.762120Z",23,122.797,"a7748adde1db7e07","EP","As I approached the checkout, I noticed a line forming, and I stepped back to wait, glancing at the advertisements on the walls.",7,"[{""start"":56,""end"":83,""text"":""and I stepped back to wait,"",""labels"":[""EP""]},{""start"":75,""end"":82,""text"":""to wait"",""labels"":[""EP""]},{""start"":84,""end"":127,""text"":""glancing at the advertisements on the walls"",""labels"":[""EP""]}]","2026-02-25T17:23:33.762140Z"
"a7748adde1db7e07_8",24,"1","2026-02-25T17:24:29.779164Z",24,55.857,"a7748adde1db7e07","NONEP","The scene was familiar, yet always slightly different, a routine that felt both comforting and ever-changing.",8,"[{""start"":65,""end"":109,""text"":""that felt both comforting and ever-changing."",""labels"":[""EP""]}]","2026-02-25T17:24:29.779177Z"
"b68377eaceb6dd0e_1",25,"1","2026-02-25T17:27:08.579886Z",25,34.146,"b68377eaceb6dd0e","NONEP","I’m in a bustling supermarket, the fluorescent lights buzzing softly overhead.",1,"[{""start"":31,""end"":78,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]","2026-02-25T17:27:08.579901Z"
"b68377eaceb6dd0e_2",26,"1","2026-02-26T21:39:56.778076Z",26,291.69100000000003,"b68377eaceb6dd0e","EP","The air is filled with the mingling scents of fresh produce, baked goods, and cleaning products.",2,"","2026-02-26T21:41:40.937174Z"
"b68377eaceb6dd0e_3",27,"1","2026-02-26T21:42:17.067243Z",27,22.206,"b68377eaceb6dd0e","EP","Shoppers move purposefully through the aisles, some pushing carts, others holding grocery bags.",3,"[{""start"":47,""end"":65,""text"":""some pushing carts"",""labels"":[""EP""]},{""start"":67,""end"":94,""text"":""others holding grocery bags"",""labels"":[""EP""]}]","2026-02-26T21:42:17.067264Z"
"b68377eaceb6dd0e_4",28,"1","2026-02-26T21:43:00.046009Z",28,42.797,"b68377eaceb6dd0e","EP","I’m scanning the cereal aisle, trying to decide between a new oat-based option and my usual brand.",4,"[{""start"":31,""end"":97,""text"":""trying to decide between a new oat-based option and my usual brand"",""labels"":[""EP""]},{""start"":38,""end"":97,""text"":""to decide between a new oat-based option and my usual brand"",""labels"":[""EP""]}]","2026-02-26T21:43:00.046018Z"
"b68377eaceb6dd0e_5",29,"1","2026-02-26T21:43:13.679475Z",29,13.463,"b68377eaceb6dd0e","EP","A child tugs at their parent’s sleeve, pointing at a colorful toy display.",5,"[{""start"":39,""end"":73,""text"":""pointing at a colorful toy display"",""labels"":[""EP""]}]","2026-02-26T21:43:13.679495Z"
"b68377eaceb6dd0e_6",30,"1","2026-02-26T21:43:29.262568Z",30,15.427,"b68377eaceb6dd0e","EP","Nearby, a cashier rings up a customer’s groceries, bagging items with practiced efficiency.",6,"[{""start"":51,""end"":91,""text"":""bagging items with practiced efficiency."",""labels"":[""EP""]}]","2026-02-26T21:43:29.262586Z"
"b68377eaceb6dd0e_7",31,"1","2026-02-26T21:44:24.580306Z",31,55.141,"b68377eaceb6dd0e","EP","I grab a carton of milk and a loaf of bread, then head to the checkout, where a line of people waits patiently.",7,"[{""start"":45,""end"":111,""text"":""then head to the checkout, where a line of people waits patiently."",""labels"":[""EP""]},{""start"":72,""end"":110,""text"":""where a line of people waits patiently"",""labels"":[""EP""]}]","2026-02-26T21:44:24.580322Z"
"b68377eaceb6dd0e_8",32,"1","2026-02-26T21:45:13.341689Z",32,48.593,"b68377eaceb6dd0e","EP","The hum of conversation and the occasional beep of the scanner create a steady rhythm.",8,"","2026-02-26T21:45:13.341706Z"
"b68377eaceb6dd0e_9",33,"1","2026-02-26T21:46:31.199430Z",33,103.45400000000001,"b68377eaceb6dd0e","EP","I pay, take my bag, and step outside into the cool afternoon air, the bag of groceries in hand.",9,"","2026-02-26T21:47:52.958602Z"
"b45c50cd638f3f88_1",34,"1","2026-02-26T21:48:47.763160Z",34,40.865,"b45c50cd638f3f88","NONEP","I’m in a bustling supermarket, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":31,""end"":105,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-02-26T21:48:47.763177Z"
"b45c50cd638f3f88_2",35,"1","2026-02-26T21:49:21.653270Z",35,33.728,"b45c50cd638f3f88","EP","The fluorescent lights cast a bright glow over the aisles, where shelves are neatly stocked with everything from canned goods to fresh produce.",2,"[{""start"":59,""end"":143,""text"":""where shelves are neatly stocked with everything from canned goods to fresh produce."",""labels"":[""EP""]}]","2026-02-26T21:49:21.653283Z"
"b45c50cd638f3f88_3",36,"1","2026-02-26T21:49:45.037853Z",36,23.203,"b45c50cd638f3f88","EP","I’m holding a basket, browsing the dairy section, when I notice a line forming at the deli counter.",3,"[{""start"":22,""end"":48,""text"":""browsing the dairy section"",""labels"":[""EP""]},{""start"":50,""end"":99,""text"":""when I notice a line forming at the deli counter."",""labels"":[""EP""]}]","2026-02-26T21:49:45.037874Z"
"b45c50cd638f3f88_4",37,"1","2026-02-26T21:50:08.821144Z",37,23.62,"b45c50cd638f3f88","EP","I grab a carton of milk and a loaf of bread, then head to the checkout.",4,"","2026-02-26T21:50:08.821161Z"
"b45c50cd638f3f88_5",38,"1","2026-02-26T21:51:01.128593Z",38,52.136,"b45c50cd638f3f88","NONEP","The cashier is efficient, scanning items quickly while I try to remember if I picked up everything on my list.",5,"[{""start"":26,""end"":48,""text"":""scanning items quickly"",""labels"":[""EP""]},{""start"":49,""end"":72,""text"":""while I try to remember"",""labels"":[""EP""]},{""start"":73,""end"":110,""text"":""if I picked up everything on my list."",""labels"":[""EP""]}]","2026-02-26T21:51:01.128611Z"
"b45c50cd638f3f88_6",39,"1","2026-02-26T21:51:13.148667Z",39,11.84,"b45c50cd638f3f88","EP","A mother and her toddler pass by, the child reaching for a colorful cereal box.",6,"[{""start"":34,""end"":79,""text"":""the child reaching for a colorful cereal box."",""labels"":[""EP""]}]","2026-02-26T21:51:13.148682Z"
"b45c50cd638f3f88_7",40,"1","2026-02-26T21:51:49.445275Z",40,36.141,"b45c50cd638f3f88","EP","I smile to myself, thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home.",7,"[{""start"":19,""end"":124,""text"":""thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home."",""labels"":[""EP""]},{""start"":96,""end"":124,""text"":""that make it feel like home."",""labels"":[""EP""]}]","2026-02-26T21:51:49.445289Z"
"a7748adde1db7e07_1",41,"1","2026-02-26T21:52:12.728822Z",41,23.102,"a7748adde1db7e07","NONEP","I was in a bustling supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead.",1,"[{""start"":56,""end"":103,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]","2026-02-26T21:52:12.728839Z"
"a7748adde1db7e07_2",42,"1","2026-02-26T21:52:39.416947Z",42,26.517,"a7748adde1db7e07","EP","The aisles were packed with shoppers browsing shelves, some pushing carts filled with groceries, others scanning barcodes with handheld devices.",2,"[{""start"":28,""end"":53,""text"":""shoppers browsing shelves"",""labels"":[""EP""]},{""start"":55,""end"":95,""text"":""some pushing carts filled with groceries"",""labels"":[""EP""]},{""start"":97,""end"":144,""text"":""others scanning barcodes with handheld devices."",""labels"":[""EP""]}]","2026-02-26T21:52:39.416963Z"
"a7748adde1db7e07_3",43,"1","2026-02-26T21:52:52.310674Z",43,12.717,"a7748adde1db7e07","EP","The scent of fresh produce and baked goods filled the air, mingling with the faint hum of conversation.",3,"[{""start"":59,""end"":103,""text"":""mingling with the faint hum of conversation."",""labels"":[""EP""]}]","2026-02-26T21:52:52.310691Z"
"a7748adde1db7e07_4",44,"1","2026-02-26T21:53:12.255198Z",44,19.787,"a7748adde1db7e07","EP","I moved through the cereal aisle, picking up a box of oats, then stopped at the dairy section to grab milk.",4,"[{""start"":34,""end"":107,""text"":""picking up a box of oats, then stopped at the dairy section to grab milk."",""labels"":[""EP""]},{""start"":60,""end"":107,""text"":""then stopped at the dairy section to grab milk."",""labels"":[""EP""]},{""start"":94,""end"":107,""text"":""to grab milk."",""labels"":[""EP""]}]","2026-02-26T21:53:12.255213Z"
"a7748adde1db7e07_5",45,"1","2026-02-26T21:53:23.572984Z",45,11.148,"a7748adde1db7e07","EP","A young mother with a toddler in a stroller passed me, the child reaching for a colorful toy on the floor.",5,"[{""start"":55,""end"":106,""text"":""the child reaching for a colorful toy on the floor."",""labels"":[""EP""]}]","2026-02-26T21:53:23.573002Z"
"a7748adde1db7e07_6",46,"1","2026-02-26T21:54:00.637891Z",46,36.881,"a7748adde1db7e07","EP","I grabbed a loaf of bread from the bakery display, its golden crust still warm.",6,"[{""start"":50,""end"":79,""text"":"" its golden crust still warm."",""labels"":[""NONEP""]}]","2026-02-26T21:54:00.637908Z"
"a7748adde1db7e07_7",47,"1","2026-02-26T21:54:38.452466Z",47,37.64,"a7748adde1db7e07","EP","As I approached the checkout, I noticed a line forming, and I stepped back to wait, glancing at the advertisements on the walls.",7,"[{""start"":0,""end"":28,""text"":""As I approached the checkout"",""labels"":[""EP""]},{""start"":60,""end"":82,""text"":""I stepped back to wait"",""labels"":[""EP""]},{""start"":75,""end"":82,""text"":""to wait"",""labels"":[""EP""]},{""start"":84,""end"":128,""text"":""glancing at the advertisements on the walls."",""labels"":[""EP""]}]","2026-02-26T21:54:38.452486Z"
"a7748adde1db7e07_8",48,"1","2026-02-26T21:55:27.863970Z",48,49.215,"a7748adde1db7e07","NONEP","The scene was familiar, yet always slightly different, a routine that felt both comforting and ever-changing.",8,"[{""start"":55,""end"":108,""text"":""a routine that felt both comforting and ever-changing"",""labels"":[""EP""]}]","2026-02-26T21:55:27.863983Z"
"4a61492dd69bf489_1",49,"1","2026-02-26T21:55:46.057441Z",49,18.028,"4a61492dd69bf489","NONEP","I was in a quiet section of the supermarket, browsing the canned goods aisle.",1,"[{""start"":45,""end"":77,""text"":""browsing the canned goods aisle."",""labels"":[""EP""]}]","2026-02-26T21:55:46.057458Z"
"4a61492dd69bf489_2",50,"1","2026-02-26T21:56:27.043684Z",50,40.823,"4a61492dd69bf489","EP","The fluorescent lights hummed softly, and the faint sound of a radio played in the background.",2,"[{""start"":38,""end"":93,""text"":""and the faint sound of a radio played in the background"",""labels"":[""EP""]}]","2026-02-26T21:56:27.043697Z"
"4a61492dd69bf489_3",51,"1","2026-03-03T10:36:51.283025Z",51,41.465,"4a61492dd69bf489","EP","I grabbed a can of soup and placed it in my cart, then moved to the snack aisle, where the smell of pretzels and chips lingered in the air.",3,"[{""start"":50,""end"":79,""text"":""then moved to the snack aisle"",""labels"":[""EP""]},{""start"":81,""end"":139,""text"":""where the smell of pretzels and chips lingered in the air."",""labels"":[""EP""]}]","2026-03-03T10:36:51.283044Z"
"4a61492dd69bf489_4",52,"1","2026-03-03T10:37:10.620916Z",52,19.142,"4a61492dd69bf489","EP","I picked up a bag of almonds and a chocolate bar, checking the expiration dates as I went.",4,"[{""start"":50,""end"":90,""text"":""checking the expiration dates as I went."",""labels"":[""EP""]},{""start"":80,""end"":90,""text"":""as I went."",""labels"":[""EP""]}]","2026-03-03T10:37:10.620932Z"
"4a61492dd69bf489_5",53,"1","2026-03-03T10:37:27.978364Z",53,17.182,"4a61492dd69bf489","EP","A family with young children passed by, laughing and pointing at the colorful displays.",5,"[{""start"":40,""end"":87,""text"":""laughing and pointing at the colorful displays."",""labels"":[""EP""]},{""start"":53,""end"":86,""text"":""pointing at the colorful displays"",""labels"":[""EP""]}]","2026-03-03T10:37:27.978392Z"
"4a61492dd69bf489_6",54,"1","2026-03-03T10:37:50.391202Z",54,22.212,"4a61492dd69bf489","EP","I reached the checkout counter, where a cashier with a name tag reading ""Jenny"" greeted me with a smile.",6,"[{""start"":32,""end"":104,""text"":""where a cashier with a name tag reading \""Jenny\"" greeted me with a smile."",""labels"":[""EP""]},{""start"":80,""end"":104,""text"":""greeted me with a smile."",""labels"":[""EP""]}]","2026-03-03T10:37:50.391223Z"
"4a61492dd69bf489_7",55,"1","2026-03-03T10:39:01.594245Z",55,71.005,"4a61492dd69bf489","EP","I paid for my items and took a moment to admire the produce section, where fresh apples and oranges were arranged neatly in plastic bins.",7,"[{""start"":69,""end"":137,""text"":""where fresh apples and oranges were arranged neatly in plastic bins."",""labels"":[""EP""]}]","2026-03-03T10:39:01.594257Z"
"4a61492dd69bf489_8",56,"1","2026-03-03T10:43:45.060078Z",56,283.275,"4a61492dd69bf489","EP","The store felt calm and familiar, a place where everyday routines unfolded smoothly.",8,"[{""start"":34,""end"":84,""text"":""a place where everyday routines unfolded smoothly."",""labels"":[""EP""]}]","2026-03-03T10:43:45.060094Z"
"206a1264a38e8fb8_1",57,"1","2026-03-03T10:44:30.749786Z",57,61.248999999999995,"206a1264a38e8fb8","NONEP","I’m in a busy supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":50,""end"":124,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-03-03T15:34:59.054979Z"
"206a1264a38e8fb8_2",58,"1","2026-03-03T10:44:52.870677Z",58,21.953,"206a1264a38e8fb8","EP","Shelves are lined with neatly arranged products, their labels facing outward.",2,"[{""start"":49,""end"":76,""text"":""their labels facing outward"",""labels"":[""EP""]}]","2026-03-03T10:44:52.870694Z"
"206a1264a38e8fb8_3",59,"1","2026-03-03T10:46:18.483893Z",59,85.433,"206a1264a38e8fb8","EP","I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few snacks for the weekend.",3,"[{""start"":22,""end"":103,""text"":""scanning the aisles for essentials—milk, bread, and a few snacks for the weekend."",""labels"":[""EP""]}]","2026-03-03T10:46:18.483904Z"
"206a1264a38e8fb8_4",60,"1","2026-03-03T10:46:33.888810Z",60,67.61,"206a1264a38e8fb8","EP","The scent of fresh produce wafts from the fruit section, where bright colors catch my eye.",4,"[{""start"":57,""end"":90,""text"":""where bright colors catch my eye."",""labels"":[""EP""]}]","2026-03-03T11:19:01.828002Z"
"206a1264a38e8fb8_5",61,"1","2026-03-03T10:46:47.736625Z",61,13.694,"206a1264a38e8fb8","EP","A child tugs at their parent’s sleeve, pointing at a display of colorful cereals.",5,"[{""start"":39,""end"":81,""text"":""pointing at a display of colorful cereals."",""labels"":[""EP""]}]","2026-03-03T10:46:47.736644Z"
"206a1264a38e8fb8_6",62,"1","2026-03-03T10:48:07.284177Z",62,79.358,"206a1264a38e8fb8","EP","I grab a carton of milk, then head to the bread aisle, where the warm smell of freshly baked loaves lingers.",6,"[{""start"":54,""end"":108,""text"":"" where the warm smell of freshly baked loaves lingers."",""labels"":[""EP""]}]","2026-03-03T10:48:07.284188Z"
"206a1264a38e8fb8_7",63,"1","2026-03-03T10:48:32.496823Z",63,25.021,"206a1264a38e8fb8","EP","I select a loaf, check the expiration date, and place it in my basket.",7,"","2026-03-03T10:48:32.496841Z"
"206a1264a38e8fb8_8",64,"1","2026-03-03T10:49:00.936248Z",64,19.625,"206a1264a38e8fb8","EP","As I move toward the checkout, I glance at the coupons on display, considering whether to pick one up.",8,"[{""start"":0,""end"":29,""text"":""As I move toward the checkout"",""labels"":[""EP""]},{""start"":67,""end"":102,""text"":""considering whether to pick one up."",""labels"":[""EP""]}]","2026-03-03T10:49:00.936268Z"
"206a1264a38e8fb8_9",65,"1","2026-03-03T10:53:39.824075Z",65,219.095,"206a1264a38e8fb8","NONEP","The line is short, and I wait patiently, watching the cashier scan items with practiced efficiency.",9,"","2026-03-03T10:53:39.824088Z"
"a8426571676d8535_1",66,"1","2026-03-03T10:54:24.766573Z",66,6.787,"a8426571676d8535","NONEP","I’m in a bustling supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":54,""end"":128,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-03-03T10:54:24.766588Z"
"a8426571676d8535_2",67,"1","2026-03-03T10:54:51.066496Z",67,26.127,"a8426571676d8535","EP","The fluorescent lights buzz softly overhead, casting a bright glow over the neatly arranged shelves.",2,"[{""start"":45,""end"":100,""text"":""casting a bright glow over the neatly arranged shelves."",""labels"":[""EP""]}]","2026-03-03T10:54:51.066522Z"
"a8426571676d8535_3",68,"1","2026-03-03T10:55:11.882968Z",68,20.622,"a8426571676d8535","EP","I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few fresh vegetables.",3,"[{""start"":22,""end"":97,""text"":""scanning the aisles for essentials—milk, bread, and a few fresh vegetables."",""labels"":[""EP""]}]","2026-03-03T10:55:11.882982Z"
"a8426571676d8535_4",69,"1","2026-03-03T10:55:28.466455Z",69,16.406,"a8426571676d8535","EP","The smell of fresh produce and baked goods wafts through the store, mingling with the faint scent of cleaning products.",4,"[{""start"":68,""end"":119,""text"":""mingling with the faint scent of cleaning products."",""labels"":[""EP""]}]","2026-03-03T10:55:28.466469Z"
"a8426571676d8535_5",70,"1","2026-03-03T10:55:38.557808Z",70,9.906,"a8426571676d8535","EP","A mother and her child walk past, the child pointing at a colorful box of cereal.",5,"[{""start"":33,""end"":81,""text"":"" the child pointing at a colorful box of cereal."",""labels"":[""EP""]}]","2026-03-03T10:55:38.557821Z"
"a8426571676d8535_6",71,"1","2026-03-03T10:55:56.679117Z",71,17.954,"a8426571676d8535","EP","I grab a loaf of whole grain bread and a carton of almond milk, then head to the produce section, where a display of ripe apples catches my eye.",6,"[{""start"":64,""end"":97,""text"":""then head to the produce section,"",""labels"":[""EP""]},{""start"":98,""end"":144,""text"":""where a display of ripe apples catches my eye."",""labels"":[""EP""]}]","2026-03-03T10:55:56.679133Z"
"a8426571676d8535_7",72,"1","2026-03-03T10:56:26.031197Z",72,29.161,"a8426571676d8535","EP","I pick one, add it to my basket, and make my way to the checkout, where a cashier scans my items with a steady hand.",7,"[{""start"":66,""end"":116,""text"":""where a cashier scans my items with a steady hand."",""labels"":[""EP""]}]","2026-03-03T10:56:26.031213Z"
"a8426571676d8535_8",73,"1","2026-03-03T10:56:47.908133Z",73,21.697,"a8426571676d8535","NONEP","The scene is familiar, routine, and comforting.",8,"","2026-03-03T10:56:47.908145Z"
"3ac22ffe1f4df9a2_1",74,"1","2026-03-03T10:57:08.503956Z",74,20.417,"3ac22ffe1f4df9a2","EP","I was walking down the aisle of a busy supermarket, pushing a shopping cart filled with a few items.",1,"[{""start"":52,""end"":100,""text"":""pushing a shopping cart filled with a few items."",""labels"":[""EP""]}]","2026-03-03T10:57:08.503970Z"
"3ac22ffe1f4df9a2_2",75,"1","2026-03-03T10:57:23.436368Z",75,14.763,"3ac22ffe1f4df9a2","EP","The fluorescent lights hummed softly, and the scent of fresh produce and baked goods filled the air.",2,"[{""start"":42,""end"":100,""text"":""the scent of fresh produce and baked goods filled the air."",""labels"":[""EP""]}]","2026-03-03T10:57:23.436381Z"
"3ac22ffe1f4df9a2_3",76,"1","2026-03-03T10:57:38.147531Z",76,14.549,"3ac22ffe1f4df9a2","EP","I paused at the dairy section, eyeing the milk and cheese, before heading to the cereal aisle.",3,"[{""start"":31,""end"":57,""text"":""eyeing the milk and cheese"",""labels"":[""EP""]},{""start"":59,""end"":94,""text"":""before heading to the cereal aisle."",""labels"":[""EP""]}]","2026-03-03T10:57:38.147550Z"
"3ac22ffe1f4df9a2_4",77,"1","2026-03-03T10:58:43.828126Z",77,65.502,"3ac22ffe1f4df9a2","EP","I grabbed a box of oatmeal and a bag of almonds, then moved to the bread counter, where a display of loaves sat neatly.",4,"[{""start"":49,""end"":80,""text"":""then moved to the bread counter"",""labels"":[""EP""]},{""start"":82,""end"":119,""text"":""where a display of loaves sat neatly."",""labels"":[""EP""]}]","2026-03-03T10:58:43.828143Z"
