"ID","annotation_id","annotator","bot","created_at","id","lead_time","sequence_score","step1_prep","step2_heat","step3_addtea","step4_steep","step5_remove","step6_finish","updated_at"
"2f8b14731b95185f",137,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a mug. Pour the hot water into the mug, making sure to cover the tea completely. Allow the tea to steep for 3 to 5 minutes, depending on the strength desired. After the steeping time, remove the tea bag or strain the leaves from the tea. If desired, add a small amount of milk or sugar to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. Ensure all steps are performed safely, avoiding burns from hot water.","2026-08-03T15:11:56.157328Z",377,34.146,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:11:56.157346Z"
"b6202e57fd03731b",138,"1","To make a cup of tea using a typical everyday method, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a mug. Pour the hot water into the mug, making sure to cover the tea bag completely. Allow the tea to steep for 3 to 5 minutes, depending on the desired strength. After the steeping time, remove the tea bag from the mug. If desired, add a teaspoon of sugar or a splash of milk to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. This method ensures a simple, safe, and effective way to prepare a cup of tea without unnecessary steps or added risks.","2026-08-03T15:12:18.933239Z",378,22.381,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:12:18.933256Z"
"7e7192db1866ac7a",139,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a cup. Pour the hot water into the cup with the tea bag, making sure to cover the bag completely. Allow the tea to steep for 3 to 5 minutes, depending on the strength desired. After the steeping time, remove the tea bag from the cup. If desired, add a teaspoon of sugar or a splash of milk to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. Ensure all steps are performed safely, avoiding burns from hot water.","2026-08-03T15:12:55.463656Z",379,36.11,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:12:55.463674Z"
"3a613a938d62c032",140,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a mug. Pour the hot water into the mug, ensuring the tea is fully submerged. Allow the tea to steep for 3 to 5 minutes, depending on the type and strength desired. After the steeping time, remove the tea bag or strain the loose leaves. If desired, add a teaspoon of sugar or a splash of milk to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. Clean the tea bag or strainer and the mug afterward to maintain hygiene and readiness for the next cup.","2026-08-03T15:13:35.027303Z",380,39.145,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:13:35.027322Z"
"33b6ed4acd3a4957",141,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a mug. Pour the hot water into the mug, making sure to cover the tea completely. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After the steeping time, remove the tea bag or strain the loose leaves. If desired, add a teaspoon of sugar, milk, or lemon to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. Ensure all steps are performed safely, avoiding burns from hot water.","2026-08-03T15:13:54.523847Z",381,18.963,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:13:54.523866Z"
"2402d38675f31b58",142,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a cup. Pour the hot water into the cup with the tea bag, ensuring the tea bag is fully submerged. Allow the tea to steep for 3 to 5 minutes, depending on the desired strength. After the steeping time, remove the tea bag from the cup. If desired, add a small amount of milk or sugar to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. This method uses standard kitchen tools and follows safe practices to prepare a simple and enjoyable cup of tea.","2026-08-03T15:14:18.049370Z",382,23.093,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:14:18.049390Z"
"4e9b935bb5fe467e",143,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a mug. Pour the hot water into the mug, ensuring the tea is fully submerged. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After steeping, remove the tea bag or strain the loose leaves. If desired, add a teaspoon of sugar, milk, or lemon to taste. Stir the tea gently to mix the ingredients. Finally, enjoy the tea while it is still warm. Clean the mug and any equipment used after the tea has been consumed.","2026-08-03T15:14:41.107584Z",383,22.657,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:14:41.107603Z"
"e2061e1c6bb62a4f",144,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a cup. Pour the hot water into the cup with the tea bag, ensuring the tea bag is fully submerged. Allow the tea to steep for 3 to 5 minutes, depending on the desired strength. After the steeping time, remove the tea bag from the cup. If desired, add a teaspoon of sugar or a splash of milk to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. Avoid over-steeping, as this can make the tea bitter, and ensure the water is at the correct temperature to avoid damaging the tea leaves or tea bag.","2026-08-03T15:15:19.356066Z",384,37.75,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:15:19.356088Z"
"ceda1b388b06e8df",145,"1","To make a cup of tea, first, boil water in a kettle or on the stove. Once the water is hot, place a tea bag into a cup. Pour the hot water into the cup with the tea bag, making sure to cover the tea bag completely. Allow the tea to steep for 3 to 5 minutes, depending on the strength desired. After the steeping time, remove the tea bag from the cup. If desired, add a small amount of milk or sugar to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. Ensure all steps are performed safely, avoiding burns from hot water.","2026-08-03T15:15:37.840273Z",385,18.084,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:15:37.840292Z"
"7760fd4191048819",146,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a mug. Pour the hot water into the mug, ensuring the tea bag is fully submerged. Allow the tea to steep for 3 to 5 minutes, depending on the desired strength. After the steeping time, remove the tea bag from the mug. If desired, add a teaspoon of sugar or milk to taste. Stir the tea gently to mix the added ingredients. Finally, enjoy the tea while it is still warm. This method ensures a simple, safe, and effective way to prepare a cup of tea using everyday items.","2026-08-03T15:16:02.886187Z",386,24.505,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:16:02.886208Z"
"8f514f0f8c354e9d",147,"1","To make a cup of tea using a typical everyday method, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag into a cup or mug. Pour the hot water into the cup, ensuring the tea bag is fully submerged. Allow the tea to steep for about 3 to 5 minutes, depending on the desired strength. After the steeping time, remove the tea bag from the cup. If desired, add a small amount of sugar, milk, or lemon to taste. Stir the tea gently to mix in the additions. Finally, enjoy the tea while it is still warm. This method ensures a simple, safe, and effective way to prepare a cup of tea using common household items.","2026-08-03T15:16:27.506053Z",387,24.207,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:16:27.506071Z"
"9b6ea635365e6197",148,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a cup. Pour the hot water into the cup, ensuring the tea is fully submerged. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After steeping, remove the tea bag or strain the loose leaves. If desired, add a teaspoon of sugar, milk, or lemon to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. This method ensures a clean, flavorful cup of tea without unnecessary steps or risks.","2026-08-03T15:17:00.163665Z",388,32.242,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:17:00.163683Z"
"2459f6ceef4073d5",149,"1","To make a cup of tea, first, bring fresh water to a boil in a kettle. Next, place a tea bag or loose tea leaves into a cup. Pour the hot water into the cup, ensuring the tea is fully submerged. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After steeping, remove the tea bag or strain the leaves if using loose leaves. If desired, add a small amount of sugar, milk, or lemon to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. Clean the tea bag or equipment after use to maintain hygiene and prepare for the next cup.","2026-08-03T15:18:00.273088Z",389,59.697,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:18:00.273108Z"
"7072f3b532a3fd68",150,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a cup. Pour the hot water into the cup, making sure to cover the tea completely. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After the steeping time, remove the tea bag or strain the loose leaves. If desired, add a small amount of milk or sugar to taste. Stir the tea well to mix the ingredients. Finally, enjoy your cup of tea while it is still hot.","2026-08-03T15:18:25.099677Z",390,24.303,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:18:25.099696Z"
"11de4e69596e4e03",151,"1","To make a cup of tea, start by boiling water in a kettle or on the stove. Once the water is hot, place a tea bag or loose tea leaves into a cup. Pour the hot water into the cup, ensuring the tea is fully submerged. Allow the tea to steep for 3 to 5 minutes, depending on the type and strength desired. After steeping, remove the tea bag or strain the leaves. If desired, add a small amount of sugar, milk, or lemon to taste. Stir the tea gently to mix the additions. Finally, enjoy the tea while it is still warm. Clean the tea bag or strainer and the cup after use to maintain hygiene.","2026-08-03T15:18:49.172339Z",391,23.663,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:18:49.172357Z"
"e66dc2d70e0a58fa",152,"1","Boil water by placing a kettle on the stove or using an electric kettle, then pour the hot water into a mug. Add one tea bag or loose tea leaves to the mug, then pour the hot water over the tea, ensuring the water is not too hot to avoid damaging the tea leaves or tea bag. Allow the tea to steep for 3 to 5 minutes, depending on desired strength, then remove the tea bag or strain the tea if using loose leaves. Discard the used tea bag or dispose of the tea leaves, then add a teaspoon of sugar and a splash of milk if desired, stirring with a spoon to mix. Optionally, add a teaspoon of honey or a pinch of salt for flavor, then enjoy the tea while it is still warm. Discard the used tea bag or tea leaves and clean the mug and utensils as needed.","2026-08-03T15:20:50.181120Z",392,120.619,"1 — Partially ordered but messy","2","2","2","1","2","2","2026-08-03T15:20:50.181139Z"
"7b373d79d134b25e",153,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea into a mug. Once the water has reached boiling point, carefully pour it into the mug with the tea bag or loose tea. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. After the steeping time has passed, remove the tea bag or strain the tea if using loose tea. Optionally, add a teaspoon of sugar or a splash of milk and lemon if desired. Discard the used tea bag or dispose of the loose tea, then enjoy the tea while it is still warm.","2026-08-03T15:21:22.420072Z",393,31.819,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:21:22.420091Z"
"6954cc30e3b90ec6",154,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea into a mug. Once the water has reached a rolling boil, carefully pour it into the mug containing the tea bag or loose tea. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. After the steeping time has passed, remove the tea bag or strain the tea if using loose leaves. Optionally, add a sweetener or milk if desired, then serve the tea in the mug. Discard the used tea bag or dispose of the loose tea, and clean the mug and tea bag if needed.","2026-08-03T15:21:43.341600Z",394,20.51,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:21:43.341617Z"
"58ddbfb10dba04b6",155,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure the desired amount of loose tea into a mug. Once the water has reached a rolling boil, carefully pour it into the mug containing the tea bag or loose tea. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. After the steeping time has passed, remove the tea bag or strain the tea if using loose leaves. Optionally, add a sweetener or milk according to personal preference. Discard the used tea bag or dispose of the loose tea, and discard the used water. Discard the used tea bag or dispose of the loose tea, and discard the used water.","2026-08-03T15:22:12.360959Z",395,76.20599999999999,"1 — Partially ordered but messy","2","2","2","2","2","1","2026-08-03T15:30:18.031314Z"
"213a1feb08de5cce",156,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure the desired amount of loose tea leaves into a mug. Once the water has reached a rolling boil, carefully pour it into the mug containing the tea bag or tea leaves. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. After the steeping time has passed, remove the tea bag or strain the tea if using loose leaves. If desired, add a sweetener such as sugar, honey, or milk to taste. Discard the used tea bag or dispose of the loose tea leaves, and dispose of the used water. The tea is now ready to be enjoyed.","2026-08-03T15:22:36.584480Z",396,23.812,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:22:36.584501Z"
"3d00550c57698a27",157,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea leaves into a clean mug. Once the water has reached a rolling boil, carefully pour it into the mug, ensuring not to overflow. Allow the tea to steep for 3 to 5 minutes, depending on desired strength, and remove the tea bag or strain the loose leaves. If desired, add a teaspoon of sugar or a splash of milk to taste. Discard the used tea bag or dispose of the loose tea leaves. Wipe the mug and tea infuser or tea bag with a clean cloth. If using a tea strainer, ensure it is properly positioned to catch any remaining tea leaves. Discard the used strainer or dispose of the tea leaves. Clean all equipment thoroughly after use to maintain hygiene and prepare for the next use.","2026-08-03T15:23:33.585827Z",397,77.689,"1 — Partially ordered but messy","2","2","2","2","2","1","2026-08-03T15:31:12.237473Z"
"e26977b5577d8720",158,"1","Boil water by placing a kettle on the stove or using an electric kettle, then pour the hot water into a mug. Add a tea bag or loose tea leaves to the mug, then pour the hot water over the tea, ensuring the water is not too hot to avoid burning the tea. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. Remove the tea bag or strain the tea if using loose leaves. Discard the used tea bag or dispose of the tea leaves. Add a small amount of milk, if desired, and stir gently. If sweetener is needed, add a teaspoon or to taste, then stir again. Place the mug on a coaster or a stable surface to avoid spills. Enjoy the tea while it is still warm. Discard the used tea bag or dispose of the tea leaves properly. Wipe the mug and tea bag with a clean cloth if needed.","2026-08-03T15:24:07.634686Z",398,33.626,"1 — Partially ordered but messy","2","2","2","1","2","2","2026-08-03T15:24:07.634704Z"
"f32430d236375024",159,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure the desired amount of loose tea leaves into a mug. Once the water has reached a rolling boil, carefully pour it into the mug containing the tea bag or loose tea. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. After the steeping time has passed, remove the tea bag or strain the tea if using loose leaves. If desired, add a sweetener such as sugar, honey, or milk, and stir until fully incorporated. Discard the used tea bag or dispose of the loose tea leaves, and enjoy the brewed tea.","2026-08-03T15:24:26.888341Z",399,18.863,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:24:26.888360Z"
"b39b934807bc1274",160,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure the desired amount of loose tea leaves into a heat-resistant mug. Once the water has reached a rolling boil, carefully pour it into the mug containing the tea bag or tea leaves. Allow the tea to steep for 3 to 5 minutes, depending on the desired strength and type of tea. After the steeping time has passed, remove the tea bag or strain the tea if using loose leaves. If desired, add a teaspoon of sugar, a splash of milk, or a pinch of cream to taste. Discard the used tea bag or dispose of the loose tea leaves. Allow the tea to cool slightly before drinking, or serve it hot as preferred.","2026-08-03T15:24:47.237261Z",400,19.966,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:24:47.237279Z"
"7884c04c5c8d389d",161,"1","Boil water by placing a kettle on the stove or using an electric kettle, then pour the hot water into a mug. Add a tea bag or loose tea leaves to the mug, then pour the hot water over the tea, ensuring the water is not too hot to avoid damaging the tea or the mug. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. Remove the tea bag or strain the tea if using loose leaves. Add a teaspoon of sugar or a splash of milk if desired, and stir gently. Discard the used tea bag or dispose of the loose tea leaves. Place the mug on a stable surface and enjoy the tea while it is still warm. Ensure that the tea is not left unattended on a hot surface for extended periods to avoid accidents.","2026-08-03T15:26:19.317027Z",401,91.676,"1 — Partially ordered but messy","2","2","2","1","2","2","2026-08-03T15:26:19.317049Z"
"d26b1253e6788648",162,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea into a mug. Once the water has reached a rolling boil, carefully pour it into the mug with the tea bag or loose tea. Allow the tea to steep for 3 to 5 minutes, depending on desired strength. After steeping, remove the tea bag or strain the loose tea leaves. If desired, add a teaspoon of sugar or a splash of milk to taste. Discard the used tea bag or dispose of the loose tea leaves. Wipe down the kettle and mug with a clean cloth. Discard any used tea bags or dispose of used tea leaves properly. If using a tea infuser, ensure it is emptied and cleaned. Discard any used tea bags or loose tea leaves properly.","2026-08-03T15:26:40.495128Z",402,31.472,"1 — Partially ordered but messy","2","2","2","2","2","1","2026-08-03T15:34:48.398774Z"
"23f56ee705b48e16",163,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea leaves into a mug. Once the water has reached boiling point, carefully pour it into the mug with the tea bag or tea leaves. Allow the tea to steep for 3 to 5 minutes, depending on desired strength. After steeping, remove the tea bag or strain the tea if using loose leaves. If desired, add a sweetener such as sugar, honey, or milk to taste. Discard the used tea bag or dispose of the loose tea leaves. Wipe down the mug and tea accessories with a clean cloth. Discard used tea bags or dispose of used tea leaves in the trash. Turn off the stove or unplug the electric kettle to ensure it cools down properly.","2026-08-03T15:35:39.719865Z",403,25.005,"1 — Partially ordered but messy","2","2","2","2","2","1","2026-08-03T15:35:39.719884Z"
"931e23aaef67cd64",164,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure loose tea into a mug. Once the water has reached boiling point, carefully pour it into the mug with the tea bag or loose tea. Allow the tea to steep for 3 to 5 minutes, depending on desired strength. After steeping, remove the tea bag or strain the tea if using loose leaves. If desired, add a sweetener such as sugar, honey, or milk, and stir. Discard the used tea bag or dispose of the loose tea leaves. Discard the used water if making a new pot of tea, or reuse it for a second steep if desired. Discard the used tea bag or dispose of the loose tea leaves. Discard the used water if making a new pot of tea, or reuse it for a second steep if desired.","2026-08-03T15:36:06.124551Z",404,26.019,"1 — Partially ordered but messy","2","2","2","2","2","1","2026-08-03T15:36:06.124569Z"
"7a995eb6edbe8ec1",165,"1","Boil water by placing a kettle on the stove or using an electric kettle, then pour the hot water into a mug. Add a tea bag or loose tea leaves to the mug, then pour the hot water over the tea, making sure not to burn your fingers. Allow the tea to steep for 3 to 5 minutes, depending on the type of tea and desired strength. Remove the tea bag or strain the tea if using loose leaves. If desired, add a teaspoon of sugar or a splash of milk to taste. Discard the used tea bag or dispose of the loose tea leaves. Wipe the mug and tea bag with a clean cloth to keep them ready for the next use. Ensure all electrical appliances are unplugged and cooled down if using an electric kettle.","2026-08-03T15:37:24.403636Z",405,77.82,"1 — Partially ordered but messy","2","2","2","1","2","2","2026-08-03T15:37:24.403656Z"
"d5e4c7f7a7c188b6",166,"1","Boil water by placing a kettle on the stove or using an electric kettle. While the water is heating, place a tea bag or measure the desired amount of loose tea into a mug. Once the water has reached a rolling boil, carefully pour it into the mug with the tea bag or loose tea, ensuring the water is not too hot to handle. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea and desired strength. After steeping, remove the tea bag or strain the tea if using loose leaves. Optionally, add a teaspoon of sugar or a splash of milk and lemon for flavor, if desired. Discard the used tea bag or dispose of the loose tea leaves, and enjoy your tea while it cools slightly to an enjoyable temperature.","2026-08-03T15:38:00.363260Z",406,35.544,"2 — Coherent and logically ordered","2","2","2","2","2","2","2026-08-03T15:38:00.363292Z"
"9fab689d91dd90d1",167,"1","To make a cup of tea, start by boiling water using a kettle or a stove. Pour the hot water into a mug or tea cup. Place a tea bag or measure the desired amount of loose tea leaves into the mug. Add the tea to the hot water and let it steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. If using a tea bag, remove it after the steeping time. Add a sweetener such as sugar or honey, if desired, and stir. If using milk, add it towards the end and stir again. Discard the used tea bag or dispose of the tea leaves. If using a tea strainer, place the tea leaves in the strainer and pour the hot water over them. Allow the tea to cool slightly before drinking. If using a tea infuser, place the tea leaves in the infuser and pour the hot water over them. Let the tea steep for the recommended time, then remove the infuser before drinking. Discard the used tea leaves or dispose of them properly.","2026-08-03T15:39:16.308443Z",407,75.392,"1 — Partially ordered but messy","2","2","2","1","2","1","2026-08-03T15:39:16.308462Z"
"ef1291abf204e1d2",168,"1","Boil water by placing a kettle on the stove or using an electric kettle, then pour the hot water into a mug. Add a tea bag or loose tea leaves to the mug, then pour the hot water over the tea, ensuring the water is not too hot to avoid damaging the tea leaves or tea bag. Allow the tea to steep for the recommended time, usually 3 to 5 minutes, depending on the type of tea. Remove the tea bag or strain the tea if using loose leaves. Optionally, add a teaspoon of sugar or milk and a pinch of salt if desired. Discard the used tea bag or dispose of the loose tea leaves, then enjoy the tea. Ensure all steps are performed with caution to avoid burns or injury.","2026-08-03T15:39:37.911417Z",408,21.184,"1 — Partially ordered but messy","2","2","2","1","2","2","2026-08-03T15:39:37.911436Z"
