"ID","annotation_id","annotator","created_at","id","lead_time","orig_ID","sent_label","sentence","sentence_id","span_labels","updated_at"
"bda87857c27cf1a6_4",29,"1","2026-08-03T14:28:22.898520Z",30,3.744,"bda87857c27cf1a6","EP","The smell of fresh produce wafted from the next aisle, where a woman was selecting apples.",4,"[{""start"":55,""end"":90,""text"":""where a woman was selecting apples."",""labels"":[""EP""]}]","2026-08-03T14:28:22.898539Z"
"bda87857c27cf1a6_5",30,"1","2026-08-03T14:28:27.418091Z",31,4.221,"bda87857c27cf1a6","EP","I moved on to the dairy section, where a man was checking the expiration dates on milk cartons.",5,"[{""start"":33,""end"":95,""text"":""where a man was checking the expiration dates on milk cartons."",""labels"":[""EP""]}]","2026-08-03T14:28:27.418109Z"
"bda87857c27cf1a6_6",31,"1","2026-08-03T14:28:35.334712Z",32,7.626,"bda87857c27cf1a6","EP","I picked up a carton of almond milk and added it to the cart.",6,"[{""start"":40,""end"":61,""text"":""added it to the cart."",""labels"":[""EP""]}]","2026-08-03T14:28:35.334729Z"
"bda87857c27cf1a6_7",32,"1","2026-08-03T14:28:49.082763Z",33,13.443,"bda87857c27cf1a6","EP","As I passed the snack aisle, I noticed a display of chips and cookies, but I didn’t stop.",7,"[{""start"":0,""end"":27,""text"":""As I passed the snack aisle"",""labels"":[""EP""]},{""start"":71,""end"":89,""text"":""but I didn’t stop."",""labels"":[""EP""]}]","2026-08-03T14:28:49.082781Z"
"bda87857c27cf1a6_8",33,"1","2026-08-03T14:29:07.585510Z",34,18.18,"bda87857c27cf1a6","EP","I continued to the checkout, where a cashier was scanning items, and I waited in line, holding my cart with one hand and a bag of oranges in the other.",8,"[{""start"":38,""end"":63,""text"":""ashier was scanning items"",""labels"":[""EP""]},{""start"":69,""end"":85,""text"":""I waited in line"",""labels"":[""EP""]},{""start"":87,""end"":151,""text"":""holding my cart with one hand and a bag of oranges in the other."",""labels"":[""EP""]}]","2026-08-03T14:29:07.585527Z"
"b646ae419676ed05_1",34,"1","2026-08-03T14:29:11.835939Z",35,3.876,"b646ae419676ed05","EP","I was in the supermarket on a quiet weekday afternoon, browsing the aisles with a small grocery list in my hand.",1,"","2026-08-03T14:29:11.835960Z"
"b646ae419676ed05_2",35,"1","2026-08-03T14:29:28.240448Z",36,16.089,"b646ae419676ed05","EP","The hum of conversation and the occasional clatter of shopping carts created a familiar background noise.",2,"","2026-08-03T14:29:28.240467Z"
"b646ae419676ed05_3",36,"1","2026-08-03T14:29:34.781003Z",37,6.235,"b646ae419676ed05","EP","I stopped at the produce section, gently running my fingers over the smooth skin of a ripe avocado.",3,"[{""start"":34,""end"":99,""text"":""gently running my fingers over the smooth skin of a ripe avocado."",""labels"":[""EP""]}]","2026-08-03T14:29:34.781021Z"
"b646ae419676ed05_4",37,"1","2026-08-03T14:29:39.028854Z",38,3.942,"b646ae419676ed05","EP","Next, I moved to the dairy aisle, where I grabbed a carton of milk and a block of cheese.",4,"[{""start"":32,""end"":89,""text"":"", where I grabbed a carton of milk and a block of cheese."",""labels"":[""EP""]}]","2026-08-03T14:29:39.028872Z"
"b646ae419676ed05_5",38,"1","2026-08-03T14:29:47.241984Z",39,7.899,"b646ae419676ed05","EP","I paused at the snack section, considering whether to pick up a bag of chips, but decided against it.",5,"[{""start"":30,""end"":76,""text"":"" considering whether to pick up a bag of chips"",""labels"":[""EP""]},{""start"":78,""end"":101,""text"":""but decided against it."",""labels"":[""EP""]}]","2026-08-03T14:29:47.242004Z"
"b646ae419676ed05_6",39,"1","2026-08-03T14:30:08.119093Z",40,20.536,"b646ae419676ed05","EP","As I approached the checkout, I noticed a coupon display for a discount on bread, so I added a loaf to my basket.",6,"[{""start"":0,""end"":28,""text"":""As I approached the checkout"",""labels"":[""EP""]},{""start"":82,""end"":113,""text"":""so I added a loaf to my basket."",""labels"":[""EP""]}]","2026-08-03T14:30:08.119113Z"
"b646ae419676ed05_7",40,"1","2026-08-03T14:30:37.021930Z",41,28.54,"b646ae419676ed05","EP","The cashier greeted me with a smile, and I handed over my items, hoping the total would be under my budget.",7,"[{""start"":41,""end"":63,""text"":""I handed over my items"",""labels"":[""EP""]},{""start"":65,""end"":107,""text"":""hoping the total would be under my budget."",""labels"":[""EP""]},{""start"":71,""end"":107,""text"":"" the total would be under my budget."",""labels"":[""NONEP""]}]","2026-08-03T14:30:37.021949Z"
"ede3d2dd96b4dc89_1",41,"1","2026-08-03T14:30:45.095573Z",42,7.754,"ede3d2dd96b4dc89","EP","I was walking through the aisles of a busy supermarket, the hum of conversation and the clinking of shopping carts around me.",1,"[{""start"":56,""end"":125,""text"":""the hum of conversation and the clinking of shopping carts around me.\\n"",""labels"":[""EP""]}]","2026-08-03T14:30:45.095591Z"
"ede3d2dd96b4dc89_2",42,"1","2026-08-03T14:30:49.638001Z",43,4.221,"ede3d2dd96b4dc89","EP","The scent of fresh produce and baked goods filled the air, mingling with the faint smell of cleaning products.",2,"[{""start"":59,""end"":110,""text"":""mingling with the faint smell of cleaning products."",""labels"":[""EP""]}]","2026-08-03T14:30:49.638020Z"
"ede3d2dd96b4dc89_3",43,"1","2026-08-03T14:30:54.626650Z",44,4.684,"ede3d2dd96b4dc89","EP","I grabbed a cart and headed to the cereal aisle, scanning the shelves for my usual brand.",3,"[{""start"":49,""end"":89,""text"":""scanning the shelves for my usual brand."",""labels"":[""EP""]}]","2026-08-03T14:30:54.626669Z"
"ede3d2dd96b4dc89_4",44,"1","2026-08-03T14:31:03.289864Z",45,8.31,"ede3d2dd96b4dc89","EP","As I reached for a box, a mother and her toddler passed by, the child pointing at a colorful toy display.",4,"[{""start"":0,""end"":23,""text"":""As I reached for a box,"",""labels"":[""EP""]},{""start"":60,""end"":105,""text"":""the child pointing at a colorful toy display.\\n"",""labels"":[""EP""]}]","2026-08-03T14:31:03.289881Z"
"ede3d2dd96b4dc89_5",45,"1","2026-08-03T14:31:08.914377Z",46,5.313,"ede3d2dd96b4dc89","EP","I moved on to the dairy section, where a man was carefully checking the expiration dates on milk bottles.",5,"[{""start"":33,""end"":105,""text"":""where a man was carefully checking the expiration dates on milk bottles.\\n"",""labels"":[""EP""]}]","2026-08-03T14:31:08.914396Z"
"ede3d2dd96b4dc89_6",46,"1","2026-08-03T14:31:21.001626Z",47,11.752,"ede3d2dd96b4dc89","EP","I picked up a carton of milk and placed it in my basket, then headed to the checkout, where a cashier was already scanning items.",6,"[{""start"":57,""end"":85,""text"":""then headed to the checkout,"",""labels"":[""EP""]},{""start"":85,""end"":129,""text"":"" where a cashier was already scanning items."",""labels"":[""EP""]}]","2026-08-03T14:31:21.001674Z"
"ede3d2dd96b4dc89_7",47,"1","2026-08-03T14:31:38.582894Z",48,17.245,"ede3d2dd96b4dc89","EP","I waited in line, watching the world go by, content with my simple task.",7,"[{""start"":18,""end"":42,""text"":""watching the world go by"",""labels"":[""EP""]},{""start"":44,""end"":72,""text"":""content with my simple task."",""labels"":[""NONEP""]}]","2026-08-03T14:31:38.582912Z"
"b96a81d923dbf4ef_1",48,"1","2026-08-03T14:31:49.091245Z",49,10.186,"b96a81d923dbf4ef","EP","I was walking through the aisles of a well-lit supermarket, the hum of conversation and the soft clinking of shopping carts filling the air.",1,"[{""start"":60,""end"":140,""text"":""the hum of conversation and the soft clinking of shopping carts filling the air."",""labels"":[""EP""]}]","2026-08-03T14:31:49.091264Z"
"b96a81d923dbf4ef_2",49,"1","2026-08-03T14:32:05.072316Z",50,11.119,"b96a81d923dbf4ef","NONEP","I was on a routine grocery run, grabbing a list from my phone that included eggs, milk, and a loaf of bread.",2,"[{""start"":32,""end"":108,""text"":""grabbing a list from my phone that included eggs, milk, and a loaf of bread."",""labels"":[""EP""]}]","2026-08-03T14:32:05.072337Z"
"b96a81d923dbf4ef_3",50,"1","2026-08-03T14:32:11.788827Z",51,6.39,"b96a81d923dbf4ef","EP","The scent of fresh produce and baked goods wafted from the bakery section, which I passed on my way to the dairy counter.",3,"[{""start"":75,""end"":121,""text"":""which I passed on my way to the dairy counter."",""labels"":[""EP""]}]","2026-08-03T14:32:11.788844Z"
"b96a81d923dbf4ef_4",51,"1","2026-08-03T14:32:18.521849Z",52,6.434,"b96a81d923dbf4ef","EP","I picked up a carton of milk and a bag of apples, then moved to the checkout line, where a young family was counting out change.",4,"[{""start"":50,""end"":81,""text"":""then moved to the checkout line"",""labels"":[""EP""]},{""start"":83,""end"":128,""text"":""where a young family was counting out change."",""labels"":[""EP""]}]","2026-08-03T14:32:18.521867Z"
"b96a81d923dbf4ef_5",52,"1","2026-08-03T14:32:33.695459Z",53,14.865,"b96a81d923dbf4ef","EP","As I waited, I glanced at the magazine rack near the exit, where a new issue of a gardening magazine caught my eye.",5,"[{""start"":0,""end"":12,""text"":""As I waited,"",""labels"":[""EP""]},{""start"":59,""end"":115,""text"":""where a new issue of a gardening magazine caught my eye."",""labels"":[""EP""]}]","2026-08-03T14:32:33.695479Z"
"b96a81d923dbf4ef_6",53,"1","2026-08-03T14:32:48.892737Z",54,14.838,"b96a81d923dbf4ef","EP","I decided to grab it on the way out, adding it to my basket before heading to the register.",6,"[{""start"":35,""end"":59,""text"":"", adding it to my basket"",""labels"":[""EP""]},{""start"":60,""end"":91,""text"":""before heading to the register."",""labels"":[""EP""]}]","2026-08-03T14:32:48.892755Z"
"7c9db0977408608c_1",54,"1","2026-08-03T14:34:21.433960Z",55,92.2,"7c9db0977408608c","EP","I was browsing the grocery store on a quiet Saturday morning, the fluorescent lights buzzing softly overhead.",1,"[{""start"":62,""end"":109,""text"":""the fluorescent lights buzzing softly overhead.\\n"",""labels"":[""EP""]}]","2026-08-03T14:34:21.433983Z"
"7c9db0977408608c_2",55,"1","2026-08-03T14:34:26.347641Z",56,4.578,"7c9db0977408608c","EP","I moved through the aisles, grabbing a carton of milk, a bag of apples, and a loaf of bread from the bakery section.",2,"[{""start"":28,""end"":53,""text"":""grabbing a carton of milk"",""labels"":[""EP""]}]","2026-08-03T14:34:26.347659Z"
"7c9db0977408608c_3",56,"1","2026-08-03T14:34:29.119883Z",57,2.47,"7c9db0977408608c","EP","The scent of freshly baked pastries lingered near the checkout counter.",3,"","2026-08-03T14:34:29.119900Z"
"7c9db0977408608c_4",57,"1","2026-08-03T14:34:37.635691Z",58,8.217,"7c9db0977408608c","EP","I paused at the snack aisle, eyeing a variety of chips and candy bars before deciding on a pack of almonds.",4,"[{""start"":29,""end"":70,""text"":""eyeing a variety of chips and candy bars "",""labels"":[""EP""]},{""start"":70,""end"":107,""text"":""before deciding on a pack of almonds.\\n"",""labels"":[""EP""]}]","2026-08-03T14:34:37.635709Z"
"7c9db0977408608c_5",58,"1","2026-08-03T14:34:51.382728Z",59,13.412,"7c9db0977408608c","EP","As I approached the register, I noticed a couple arguing over the price of a loaf of bread, and a teenager trying to return a broken item.",5,"[{""start"":0,""end"":28,""text"":""As I approached the register"",""labels"":[""EP""]},{""start"":107,""end"":137,""text"":""trying to return a broken item"",""labels"":[""EP""]},{""start"":49,""end"":91,""text"":""arguing over the price of a loaf of bread,"",""labels"":[""EP""]}]","2026-08-03T14:34:51.382749Z"
"7c9db0977408608c_6",59,"1","2026-08-03T14:35:01.892609Z",60,10.172,"7c9db0977408608c","EP","I paid for my items and grabbed a paper bag, then walked out into the parking lot, the sun warming my shoulders as I waited for my car.",6,"[{""start"":45,""end"":80,""text"":""then walked out into the parking lo"",""labels"":[""EP""]},{""start"":84,""end"":111,""text"":""he sun warming my shoulders"",""labels"":[""EP""]},{""start"":115,""end"":135,""text"":""I waited for my car."",""labels"":[""EP""]}]","2026-08-03T14:35:01.892645Z"
"b7850f3ab77a1ec2_1",60,"1","2026-08-03T14:35:07.696632Z",61,5.459,"b7850f3ab77a1ec2","EP","I was walking through the aisles of a busy supermarket, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":56,""end"":130,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-08-03T14:35:07.696650Z"
"b7850f3ab77a1ec2_2",61,"1","2026-08-03T14:35:14.018535Z",62,5.98,"b7850f3ab77a1ec2","EP","The fluorescent lights cast a bright, even glow over the neatly arranged shelves.",2,"[{""start"":38,""end"":81,""text"":""even glow over the neatly arranged shelves."",""labels"":[""EP""]}]","2026-08-03T14:35:14.018553Z"
"b7850f3ab77a1ec2_3",62,"1","2026-08-03T14:35:20.584199Z",63,5.968,"b7850f3ab77a1ec2","EP","I grabbed a cart and headed to the produce section, where the scent of fresh fruit and the sight of vibrant vegetables greeted me.",3,"[{""start"":50,""end"":130,""text"":"", where the scent of fresh fruit and the sight of vibrant vegetables greeted me."",""labels"":[""EP""]}]","2026-08-03T14:35:20.584229Z"
"b7850f3ab77a1ec2_4",63,"1","2026-08-03T14:35:26.443909Z",64,5.503,"b7850f3ab77a1ec2","EP","I picked up a few apples and a bundle of bananas, then moved on to the dairy aisle, where I grabbed a carton of milk.",4,"[{""start"":50,""end"":83,""text"":""then moved on to the dairy aisle,"",""labels"":[""EP""]},{""start"":84,""end"":117,""text"":""where I grabbed a carton of milk."",""labels"":[""EP""]}]","2026-08-03T14:35:26.443932Z"
"b7850f3ab77a1ec2_5",64,"1","2026-08-03T14:35:32.533219Z",65,5.77,"b7850f3ab77a1ec2","EP","I stopped at the cereal aisle to pick out a box, then headed to the checkout counter, where a cashier scanned my items with a barcode scanner.",5,"[{""start"":49,""end"":85,""text"":""then headed to the checkout counter,"",""labels"":[""EP""]},{""start"":86,""end"":142,""text"":""where a cashier scanned my items with a barcode scanner."",""labels"":[""EP""]}]","2026-08-03T14:35:32.533237Z"
"b7850f3ab77a1ec2_6",65,"1","2026-08-03T14:35:56.498262Z",66,23.638,"b7850f3ab77a1ec2","EP","As I waited in line, I glanced at the magazine rack, where a few magazines were displayed.",6,"[{""start"":0,""end"":19,""text"":""As I waited in line"",""labels"":[""EP""]},{""start"":53,""end"":90,""text"":""where a few magazines were displayed."",""labels"":[""NONEP""]}]","2026-08-03T14:35:56.498283Z"
"b7850f3ab77a1ec2_7",66,"1","2026-08-03T14:36:07.058558Z",67,10.225,"b7850f3ab77a1ec2","EP","I finished my shopping and left, the bag of groceries in my hand, feeling satisfied with my quick trip.",7,"[{""start"":32,""end"":66,""text"":"" the bag of groceries in my hand, "",""labels"":[""NONEP""]},{""start"":66,""end"":103,""text"":""feeling satisfied with my quick trip."",""labels"":[""EP""]}]","2026-08-03T14:36:07.058578Z"
"2f8b14731b95185f_1",67,"1","2026-08-03T14:36:12.674946Z",68,5.299,"2f8b14731b95185f","EP","I was walking through the aisles of a busy supermarket, the hum of conversation and the clinking of shopping carts filling the air.",1,"[{""start"":56,""end"":131,""text"":""the hum of conversation and the clinking of shopping carts filling the air."",""labels"":[""EP""]}]","2026-08-03T14:36:12.674967Z"
"2f8b14731b95185f_2",68,"1","2026-08-03T14:36:30.395726Z",69,17.396,"2f8b14731b95185f","EP","I grabbed my basket and headed to the produce section, where bright fruits and vegetables were neatly arranged.",2,"[{""start"":55,""end"":111,""text"":""where bright fruits and vegetables were neatly arranged.\\n"",""labels"":[""NONEP""]}]","2026-08-03T14:36:30.395748Z"
"2f8b14731b95185f_3",69,"1","2026-08-03T14:36:32.876662Z",70,2.14,"2f8b14731b95185f","EP","I picked up a few apples and a bundle of spinach.",3,"","2026-08-03T14:36:32.876681Z"
"2f8b14731b95185f_4",70,"1","2026-08-03T14:36:36.952484Z",71,3.775,"2f8b14731b95185f","EP","Next, I moved to the dairy aisle, where I grabbed a carton of milk and a block of cheese.",4,"[{""start"":34,""end"":89,""text"":""where I grabbed a carton of milk and a block of cheese."",""labels"":[""EP""]}]","2026-08-03T14:36:36.952501Z"
"2f8b14731b95185f_5",71,"1","2026-08-03T14:36:44.185402Z",72,6.928,"2f8b14731b95185f","EP","I stopped at the snack section to pick up a bag of chips, then headed to the checkout counter.",5,"[{""start"":58,""end"":94,""text"":""then headed to the checkout counter."",""labels"":[""EP""]}]","2026-08-03T14:36:44.185420Z"
"2f8b14731b95185f_6",72,"1","2026-08-03T14:37:06.852677Z",73,22.314,"2f8b14731b95185f","EP","I scanned my items, making sure I had everything on my list.",6,"[{""start"":20,""end"":32,""text"":""making sure "",""labels"":[""EP""]},{""start"":32,""end"":60,""text"":""I had everything on my list."",""labels"":[""NONEP""]}]","2026-08-03T14:37:06.852695Z"
"2f8b14731b95185f_7",73,"1","2026-08-03T14:37:21.829406Z",74,14.62,"2f8b14731b95185f","EP","As I waited in line, I watched families and couples moving through the store, each with their own shopping routine.",7,"[{""start"":0,""end"":19,""text"":""As I waited in line"",""labels"":[""EP""]},{""start"":52,""end"":76,""text"":""moving through the store"",""labels"":[""EP""]},{""start"":78,""end"":115,""text"":""each with their own shopping routine."",""labels"":[""NONEP""]}]","2026-08-03T14:37:21.829424Z"
