ID,orig_ID,sentence_id,sentence
6954cc30e3b90ec6_1,6954cc30e3b90ec6,1,"I was wandering through the aisles of a large, well-lit supermarket, the hum of conversation and the soft music playing on the speakers around me."
6954cc30e3b90ec6_2,6954cc30e3b90ec6,2,"I was on a routine grocery run, trying to pick up a few items for the week."
6954cc30e3b90ec6_3,6954cc30e3b90ec6,3,"I passed by the dairy section, then the fresh produce, where the fruits and vegetables were displayed in bright, colorful displays."
6954cc30e3b90ec6_4,6954cc30e3b90ec6,4,"I grabbed a carton of milk and a loaf of bread, then moved on to the snack aisle, where I picked up a bag of chips for the dog."
6954cc30e3b90ec6_5,6954cc30e3b90ec6,5,"I made my way to the checkout, scanning my items as I went, trying not to think about the long week that lay ahead."
58ddbfb10dba04b6_1,58ddbfb10dba04b6,1,"I walked through the aisles of the local supermarket, my cart wheels rolling quietly behind me."
58ddbfb10dba04b6_2,58ddbfb10dba04b6,2,"The fluorescent lights buzzed faintly, casting a bright, even light over the neatly arranged products."
58ddbfb10dba04b6_3,58ddbfb10dba04b6,3,"I passed rows of canned goods, fresh produce, and household items, my mind focused on my list."
58ddbfb10dba04b6_4,58ddbfb10dba04b6,4,"I grabbed a few apples, a bag of oranges, and a loaf of bread, adding them to my cart."
58ddbfb10dba04b6_5,58ddbfb10dba04b6,5,"I noticed a couple arguing near the dairy section, and a teenager trying to teach their phone to take a video of a banana."
58ddbfb10dba04b6_6,58ddbfb10dba04b6,6,"I grabbed a carton of milk, then a box of cereal for my nephew."
58ddbfb10dba04b6_7,58ddbfb10dba04b6,7,"I passed the bakery section, where the scent of freshly baked bread wafted through the air."
58ddbfb10dba04b6_8,58ddbfb10dba04b6,8,"I added a bag of cookies to my list, then headed to the checkout, my cart full and my mind light with the comfort of routine."
213a1feb08de5cce_1,213a1feb08de5cce,1,"I was wandering through the aisles of a busy supermarket, my cart rolling behind me as I picked up a few items."
213a1feb08de5cce_2,213a1feb08de5cce,2,The hum of conversation and the clinking of cans filled the air.
213a1feb08de5cce_3,213a1feb08de5cce,3,"I passed by the bakery section where a display of pastries caught my eye, but I kept walking, focused on my list."
213a1feb08de5cce_4,213a1feb08de5cce,4,"I grabbed a few essentials: eggs, flour, and a box of cereal."
213a1feb08de5cce_5,213a1feb08de5cce,5,I noticed a coupon for a discount on laundry detergent and added that to my cart.
213a1feb08de5cce_6,213a1feb08de5cce,6,"The store was quiet in the late afternoon, with only a few other shoppers around."
213a1feb08de5cce_7,213a1feb08de5cce,7,I grabbed a few oranges from the produce section and a loaf of bread from the bakery.
213a1feb08de5cce_8,213a1feb08de5cce,8,"I made my way to the checkout, where I paid for my items and tossed a few loose candies into my bag for a treat."
213a1feb08de5cce_9,213a1feb08de5cce,9,I left with a full cart and a lightened wallet.
3d00550c57698a27_1,3d00550c57698a27,1,"I walked through the aisles of the supermarket, my cart rolling behind me as I picked up a loaf of bread and a bag of oranges."
3d00550c57698a27_2,3d00550c57698a27,2,"The fluorescent lights buzzed softly, and the hum of conversation and music from the store speakers filled the air."
