ID,bot,bot_clean,Correct,total_num,correctness_ratio
cbe030967d3611a9,"cat,dog,bird,fish,snake,horse,elephant,shark,whale,tiger,lion,zebra,monkey,deer,fox","cat,dog,bird,fish,snake,horse,elephant,shark,whale,tiger,lion,zebra,monkey,deer,fox",yes,15.0,1.0
a0deca3df713b500,"cat,dog,bird,fish,rabbit,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow,pig","cat,dog,bird,fish,rabbit,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow,pig",yes,15.0,1.0
88931135d35b172b,"cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,zebra,horse,cow,pig,chicken,snake","cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,zebra,horse,cow,pig,chicken,snake",yes,15.0,1.0
e1fa67adc5ec7811,"cat,dog,bird,fish,snake,horse,elephant,shark,whale,lion,tiger,zebra,monkey,deer,fox","cat,dog,bird,fish,snake,horse,elephant,shark,whale,lion,tiger,zebra,monkey,deer,fox",yes,15.0,1.0
090efd7069fe4985,"dog,cat,bird,fish,rabbit,squirrel,dog,duck,deer,elephant,giraffe,zebra,lion,tiger,fox","dog,cat,bird,fish,rabbit,squirrel,dog,duck,deer,elephant,giraffe,zebra,lion,tiger,fox",yes,14.0,0.9333333333333333
9a9ad1382b5ebaee,"dog,cat,bird,fish,rabbit,mouse,snake,lion,tiger,elephant,zebra,horse,monkey,whale,dolphin","dog,cat,bird,fish,rabbit,mouse,snake,lion,tiger,elephant,zebra,horse,monkey,whale,dolphin",yes,15.0,1.0
ac01e50aa00f838b,"dog,cat,bird,fish,rabbit,squirrel,mouse,elephant,shark,whale,tiger,lion,zebra,horse,cow","dog,cat,bird,fish,rabbit,squirrel,mouse,elephant,shark,whale,tiger,lion,zebra,horse,cow",yes,15.0,1.0
3019b1fe98a6ebda,"cat,dog,bird,fish,snake,horse,elephant,tiger,lion,monkey,zebra,duck,owl,shark,beaver","cat,dog,bird,fish,snake,horse,elephant,tiger,lion,monkey,zebra,duck,owl,shark,beaver",yes,15.0,1.0
0789d8cec7990c9a,"cat, dog, bird, fish, cow, horse, sheep, goat, pig, rabbit, deer, bear, wolf, fox, elephant","cat, dog, bird, fish, cow, horse, sheep, goat, pig, rabbit, deer, bear, wolf, fox, elephant",yes,15.0,1.0
7680a3e16d9bcc61,"dog,cat,bird,fish,rabbit,snake,monkey,tiger,lion,zebra,horse,elephant,giraffe,cow,pig","dog,cat,bird,fish,rabbit,snake,monkey,tiger,lion,zebra,horse,elephant,giraffe,cow,pig",yes,15.0,1.0
de8166a2cd6683a0,"dog,cat,bird,fish,rabbit,squirrel,duck,turtle,lion,tiger,elephant,giraffe,zebra,horse,cow","dog,cat,bird,fish,rabbit,squirrel,duck,turtle,lion,tiger,elephant,giraffe,zebra,horse,cow",yes,15.0,1.0
35ba37a804c12271,"cat,dog,bird,fish,snake,horse,elephant,monkey,zebra,deer,tiger,lion,duck,rabbit,bear","cat,dog,bird,fish,snake,horse,elephant,monkey,zebra,deer,tiger,lion,duck,rabbit,bear",yes,15.0,1.0
f3a42df4e0d2b630,"elephant, lion, tiger, bear, giraffe, zebra, cheetah, wolf, bear, deer, snake, bird, fish, monkey, horse","elephant, lion, tiger, bear, giraffe, zebra, cheetah, wolf, bear, deer, snake, bird, fish, monkey, horse",yes,14.0,0.9333333333333333
8582e932a77dec79,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,koala,beaver,deer","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,koala,beaver,deer",yes,15.0,1.0
b0f9b61b58cb15f8,"cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,bear,cow,pig,horse,chicken,snake","cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,bear,cow,pig,horse,chicken,snake",yes,15.0,1.0
5742684ce989c5fc,"cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,zebra,giraffe,monkey,deer,duck,fox","cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,zebra,giraffe,monkey,deer,duck,fox",yes,15.0,1.0
46dfb194bd69c579,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,giraffe,hippopotamus,whale,dolphin,shark","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,giraffe,hippopotamus,whale,dolphin,shark",yes,15.0,1.0
6211320a780be800,"dog,cat,bird,fish,rabbit,horse,chicken,pig,cow,lion,tiger,elephant,zebra,giraffe,cheetah","dog,cat,bird,fish,rabbit,horse,chicken,pig,cow,lion,tiger,elephant,zebra,giraffe,cheetah",yes,15.0,1.0
c9bdbb0778bf3f79,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,duck,goat,horse,bee,shark","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,duck,goat,horse,bee,shark",yes,15.0,1.0
14bdbf8dd374813c,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,deer,rabbit,bird","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,deer,rabbit,bird",yes,14.0,0.9333333333333333
74e502424e3640ef,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,giraffe,hippopotamus,koala,seal,whale","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,giraffe,hippopotamus,koala,seal,whale",yes,15.0,1.0
298f4b165998bdff,"dog,cat,bird,fish,rabbit,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow,pig","dog,cat,bird,fish,rabbit,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow,pig",yes,15.0,1.0
e3b29d009d743d78,"dog,cat,bird,fish,rabbit,squirrel,duck,deer,bear,lion,tiger,zebra,monkey,elephant,giraffe","dog,cat,bird,fish,rabbit,squirrel,duck,deer,bear,lion,tiger,zebra,monkey,elephant,giraffe",yes,15.0,1.0
d6d0f0bbeeef090a,"dog,cat,bird,fish,rabbit,squirrel,elephant,tiger,lion,zebra,horse,cow,pig,duck,chicken","dog,cat,bird,fish,rabbit,squirrel,elephant,tiger,lion,zebra,horse,cow,pig,duck,chicken",yes,15.0,1.0
55ecd445df6d85fe,"cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,bear,cow,pig,horse,chicken,duck","cat,dog,bird,fish,rabbit,squirrel,elephant,tiger,lion,bear,cow,pig,horse,chicken,duck",yes,15.0,1.0
1df8afb375db6660,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,koala,butterfly,bee","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,koala,butterfly,bee",yes,15.0,1.0
a4f1f1b06844e2c4,"dog,cat,bird,fish,rabbit,squirrel,duck,turtle,lion,tiger,elephant,giraffe,zebra,horse,cow","dog,cat,bird,fish,rabbit,squirrel,duck,turtle,lion,tiger,elephant,giraffe,zebra,horse,cow",yes,15.0,1.0
00810b15446476f2,"cat,dog,bird,fish,rabbit,squirrel,deer,horse,cow,pig,lion,tiger,elephant,giraffe,zebra","cat,dog,bird,fish,rabbit,squirrel,deer,horse,cow,pig,lion,tiger,elephant,giraffe,zebra",yes,15.0,1.0
0c40571ff093f733,"cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,monkey,deer,fox","cat,dog,bird,fish,snake,elephant,monkey,tiger,lion,zebra,hippopotamus,giraffe,monkey,deer,fox",yes,14.0,0.9333333333333333
004983f2ebf3d342,"dog,cat,bird,fish,rabbit,rat,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow","dog,cat,bird,fish,rabbit,rat,squirrel,mouse,lion,tiger,elephant,giraffe,zebra,horse,cow",yes,15.0,1.0
08ab51c4bcf6d716,"cat,dog,bird,fish,snake,elephant,lion,tiger,bear,monkey,zebra,hippopotamus,giraffe,deer,fox","cat,dog,bird,fish,snake,elephant,lion,tiger,bear,monkey,zebra,hippopotamus,giraffe,deer,fox",yes,15.0,1.0
fbcc214774f05979,"elephant, tiger, lion, zebra, giraffe, monkey, bear, wolf, deer, snake, crocodile, penguin, dolphin, kangaroo, octopus","elephant, tiger, lion, zebra, giraffe, monkey, bear, wolf, deer, snake, crocodile, penguin, dolphin, kangaroo, octopus",yes,15.0,1.0
fe0daf76a6c0a82a,"cat,dog,bird,fish,rabbit,squirrel,elephant,lion,tiger,bear,cow,pig,horse,zebra,giraffe,cheetah","cat,dog,bird,fish,rabbit,squirrel,elephant,lion,tiger,bear,cow,pig,horse,zebra,giraffe,cheetah",yes,16.0,1.0
7c81aadd82c606c1,"dog,cat,bird,fish,rabbit,mouse,deer,horse,cow,pig,snake,lizard,turtle,duck,chicken","dog,cat,bird,fish,rabbit,mouse,deer,horse,cow,pig,snake,lizard,turtle,duck,chicken",yes,15.0,1.0
60ff6fbaa1c380a5,"cat, dog, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, lion, tiger, elephant","cat, dog, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, lion, tiger, elephant",yes,15.0,1.0
88affc35a4046761,"cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,bear,zebra,giraffe,monkey,deer,whale","cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,bear,zebra,giraffe,monkey,deer,whale",yes,15.0,1.0
d4ca3e13bac51d26,"cat,dog,bird,fish,snake,elephant,zebra,lion,tiger,bear,monkey,hippopotamus,giraffe,deer,fox","cat,dog,bird,fish,snake,elephant,zebra,lion,tiger,bear,monkey,hippopotamus,giraffe,deer,fox",yes,15.0,1.0
9edc6bad4bcf8e05,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
f55275897ac0066c,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, elephant, lion, tiger, zebra, giraffe, snake","dog, cat, bird, fish, horse, cow, sheep, goat, deer, elephant, lion, tiger, zebra, giraffe, snake",yes,15.0,1.0
68d5de4fa4137a37,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
1a7a5b41e8d02365,"cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger","cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger",yes,15.0,1.0
c33c14ca66f10317,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
bfd6970592669574,"cat,dog,bird,fish,horse,cow,sheep,goat,lion,tiger,elephant,zebra,snake,monkey,rabbit","cat,dog,bird,fish,horse,cow,sheep,goat,lion,tiger,elephant,zebra,snake,monkey,rabbit",yes,15.0,1.0
971a9d160a56ebdd,"cat,dog,bird,fish,horse,cow,sheep,goat,rabbit,duck,chicken,snake,turtle,elephant,lion","cat,dog,bird,fish,horse,cow,sheep,goat,rabbit,duck,chicken,snake,turtle,elephant,lion",yes,15.0,1.0
f5282d9bf7c7a789,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
7137fa6c40025199,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger",yes,15.0,1.0
3f5cee714124527e,"cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
5a5493eb792b3be6,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, frog, lion","dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, frog, lion",yes,15.0,1.0
c72e46ecc063aee7,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger",yes,15.0,1.0
20a0eb5bfebfb66e,"cat,dog,bird,fish,horse,cow,sheep,rabbit,snake,turtle,lion,tiger,elephant,deer,fox","cat,dog,bird,fish,horse,cow,sheep,rabbit,snake,turtle,lion,tiger,elephant,deer,fox",yes,15.0,1.0
08655487b5c3f2b9,"cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
e8c7779dd0d6b1a0,"cat,dog,bird,fish,horse,cow,sheep,goat,rabbit,snake,turtle,lion,tiger,elephant,deer","cat,dog,bird,fish,horse,cow,sheep,goat,rabbit,snake,turtle,lion,tiger,elephant,deer",yes,15.0,1.0
9f7ae44b4b31fd65,"cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
9a8a77a8e6221492,"cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,snake,turtle,rabbit,deer,fox","cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,snake,turtle,rabbit,deer,fox",yes,15.0,1.0
fd0b7df51029544c,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
8eac65fb3663bc94,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, turtle, snake, frog, lion, tiger",yes,15.0,1.0
a485f9521d6a9fcc,"cat,dog,bird,fish,horse,cow,sheep,deer,elephant,lion,tiger,zebra,giraffe,monkey,snake","cat,dog,bird,fish,horse,cow,sheep,deer,elephant,lion,tiger,zebra,giraffe,monkey,snake",yes,15.0,1.0
845cc6bd73cc1785,"dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","dog, cat, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
e1878e6390ccd241,"cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger","cat, dog, bird, fish, horse, cow, sheep, goat, deer, rabbit, snake, turtle, frog, lion, tiger",yes,15.0,1.0
c42ffb52722449f8,"cat, dog, bird, fish, cow, horse, sheep, goat, deer, rabbit, snake, turtle, frog, bear, wolf","cat, dog, bird, fish, cow, horse, sheep, goat, deer, rabbit, snake, turtle, frog, bear, wolf",yes,15.0,1.0
c99637b7b940af06,"cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,rabbit,bird,snake,turtle,horse","cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,rabbit,bird,snake,turtle,horse",yes,13.0,0.8666666666666667
0a6290a3f09a3845,"cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,snake,turtle,lion,tiger,elephant","cat,dog,bird,fish,horse,cow,sheep,goat,duck,chicken,snake,turtle,lion,tiger,elephant",yes,15.0,1.0
23e183a8a3b764ee,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, tiger, lion, elephant","dog, cat, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, tiger, lion, elephant",yes,15.0,1.0
860119a954365359,"cat, dog, bird, fish, horse, cow, sheep, pig, goat, rabbit, deer, bear, tiger, lion, elephant","cat, dog, bird, fish, horse, cow, sheep, pig, goat, rabbit, deer, bear, tiger, lion, elephant",yes,15.0,1.0
4b3202b712286e4a,"elephant, lion, tiger, bear, zebra, giraffe, monkey, elephant, lion, tiger, bear, zebra, giraffe, monkey, dog","elephant, lion, tiger, bear, zebra, giraffe, monkey, elephant, lion, tiger, bear, zebra, giraffe, monkey, dog",yes,8.0,0.5333333333333333
2cfe066e7f0a42bf,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, bear, tiger, lion, elephant","dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, bear, tiger, lion, elephant",yes,15.0,1.0
5784abc2212311e6,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, frog, bear","dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, frog, bear",yes,15.0,1.0
0d3a8f039b3d7773,"lion,tiger,bear,bull,cow,dog,cat,fox,rabbit,deer,elephant,giraffe,zebra,horse,monkey","lion,tiger,bear,bull,cow,dog,cat,fox,rabbit,deer,elephant,giraffe,zebra,horse,monkey",yes,15.0,1.0
896e45dc31afce47,"cat,dog,bird,fish,snake,monkey,elephant,hippopotamus,tiger,lion,bear,zebra,giraffe,deer,fox","cat,dog,bird,fish,snake,monkey,elephant,hippopotamus,tiger,lion,bear,zebra,giraffe,deer,fox",yes,15.0,1.0
7be539a818787310,"cat,dog,bird,fish,snake,elephant,zebra,lion,tiger,bear,butterfly,bee,shark,whale,fox","cat,dog,bird,fish,snake,elephant,zebra,lion,tiger,bear,butterfly,bee,shark,whale,fox",yes,15.0,1.0
2e2bca8caef1f0cd,"lion,tiger,bear,cheetah,elephant,giraffe,zebra,horse,monkey,kangaroo,dolphin,whale,seal,octopus,shark","lion,tiger,bear,cheetah,elephant,giraffe,zebra,horse,monkey,kangaroo,dolphin,whale,seal,octopus,shark",yes,15.0,1.0
bfca85dcb6c28b06,"elephant, lion, tiger, bear, zebra, giraffe, monkey, elephant, zebra, tiger, bear, lion, monkey, giraffe, wolf","elephant, lion, tiger, bear, zebra, giraffe, monkey, elephant, zebra, tiger, bear, lion, monkey, giraffe, wolf",yes,8.0,0.5333333333333333
0c148d6c7cde351f,"dog, cat, bird, horse, cow, sheep, pig, goat, rabbit, deer, bear, elephant, lion, tiger, zebra","dog, cat, bird, horse, cow, sheep, pig, goat, rabbit, deer, bear, elephant, lion, tiger, zebra",yes,15.0,1.0
16d73b0e69e7c8f8,"dog,cat,bird,fish,rabbit,mouse,horse,donkey,sheep,goat,cow,pig,lion,tiger,zebra","dog,cat,bird,fish,rabbit,mouse,horse,donkey,sheep,goat,cow,pig,lion,tiger,zebra",yes,15.0,1.0
7e3e708779cce5f0,"cat,dog,bird,fish,rabbit,raccoon,bear,deer,monkey,elephant,tiger,lion,zebra,cow,pig,horse","cat,dog,bird,fish,rabbit,raccoon,bear,deer,monkey,elephant,tiger,lion,zebra,cow,pig,horse",yes,16.0,1.0
77b66a13657d4138,"elephant, lion, tiger, bear, zebra, giraffe, crocodile, kangaroo, penguin, dolphin, whale, snake, monkey, rabbit, bird","elephant, lion, tiger, bear, zebra, giraffe, crocodile, kangaroo, penguin, dolphin, whale, snake, monkey, rabbit, bird",yes,15.0,1.0
0756f8f887591188,"dog,cat,bird,fish,rabbit,horse,mouse,lion,tiger,elephant,zebra,cow,pig,chicken,sheep","dog,cat,bird,fish,rabbit,horse,mouse,lion,tiger,elephant,zebra,cow,pig,chicken,sheep",yes,15.0,1.0
dd29f0af30c2b17c,"lions,tigers,bears,birds,fish,elephants,monkeys,zebras,deer,dogs,cats,foxes,wolves,snakes,hamsters","lions,tigers,bears,birds,fish,elephants,monkeys,zebras,deer,dogs,cats,foxes,wolves,snakes,hamsters",yes,15.0,1.0
2c3ae213716f612a,"cat, dog, bird, fish, horse, cow, sheep, goat, pig, deer, bear, tiger, lion, elephant, zebra","cat, dog, bird, fish, horse, cow, sheep, goat, pig, deer, bear, tiger, lion, elephant, zebra",yes,15.0,1.0
50efcf9bc52b713c,"cat, dog, bird, fish, cow, horse, sheep, goat, pig, deer, bear, tiger, lion, elephant, zebra","cat, dog, bird, fish, cow, horse, sheep, goat, pig, deer, bear, tiger, lion, elephant, zebra",yes,15.0,1.0
2161942e52a23578,"cat,dog,bird,fish,snake,elephant,tiger,lion,bear,monkey,zebra,hippopotamus,koala,deer,fox","cat,dog,bird,fish,snake,elephant,tiger,lion,bear,monkey,zebra,hippopotamus,koala,deer,fox",yes,15.0,1.0
1f39e9e369bf45dd,"elephant, lion, tiger, bear, zebra, giraffe, monkey, kangaroo, dolphin, whale, penguin, snake, rabbit, wolf, deer","elephant, lion, tiger, bear, zebra, giraffe, monkey, kangaroo, dolphin, whale, penguin, snake, rabbit, wolf, deer",yes,15.0,1.0
962a612238eccf99,"cat,dog,bird,fish,rabbit,squirrel,elephant,lion,tiger,bear,buffalo,cow,pig,horse,chicken","cat,dog,bird,fish,rabbit,squirrel,elephant,lion,tiger,bear,buffalo,cow,pig,horse,chicken",yes,15.0,1.0
9efd1afa572715be,"lion,tiger,bear,bird,fish,snake,dog,cat,elephant,deer,rabbit,monkey,whale,cow,sheep","lion,tiger,bear,bird,fish,snake,dog,cat,elephant,deer,rabbit,monkey,whale,cow,sheep",yes,15.0,1.0
0cd8c1bc060716fe,"dog,cat,bird,fish,rabbit,mouse,horse,donkey,sheep,goat,cow,pig,lion,tiger,elephant","dog,cat,bird,fish,rabbit,mouse,horse,donkey,sheep,goat,cow,pig,lion,tiger,elephant",yes,15.0,1.0
9b706a401405cc89,"dog, cat, bird, fish, horse, cow, sheep, pig, rabbit, deer, bear, tiger, lion, elephant, zebra","dog, cat, bird, fish, horse, cow, sheep, pig, rabbit, deer, bear, tiger, lion, elephant, zebra",yes,15.0,1.0
008a0295237bc03c,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, tiger, lion, elephant","dog, cat, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, tiger, lion, elephant",yes,15.0,1.0
cbd00532eb87dba7,"cat,dog,bird,fish,snake,elephant,tiger,lion,monkey,zebra,hippopotamus,giraffe,cheetah,deer,bear","cat,dog,bird,fish,snake,elephant,tiger,lion,monkey,zebra,hippopotamus,giraffe,cheetah,deer,bear",yes,15.0,1.0
ffcb2076b2a0402d,"cat, dog, bird, fish, horse, cow, sheep, goat, pig, deer, bear, lion, tiger, elephant, zebra","cat, dog, bird, fish, horse, cow, sheep, goat, pig, deer, bear, lion, tiger, elephant, zebra",yes,15.0,1.0
ae6a211d4f7a3e0a,"cat, dog, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, lion, tiger, elephant","cat, dog, bird, fish, horse, cow, sheep, goat, pig, rabbit, deer, bear, lion, tiger, elephant",yes,15.0,1.0
cee5fb5d412bb213,"cat, dog, bird, fish, cow, horse, sheep, pig, goat, deer, rabbit, snake, turtle, bear, lion","cat, dog, bird, fish, cow, horse, sheep, pig, goat, deer, rabbit, snake, turtle, bear, lion",yes,15.0,1.0
5f6d782b10aeeffe,"dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, bear, wolf","dog, cat, bird, fish, horse, cow, sheep, goat, pig, deer, rabbit, snake, turtle, bear, wolf",yes,15.0,1.0
6c11c546ebbe389b,"cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,zebra,giraffe,monkey,deer,fox,bird","cat,dog,bird,fish,snake,elephant,hippopotamus,tiger,lion,zebra,giraffe,monkey,deer,fox,bird",yes,14.0,0.9333333333333333
12f77e67b04c3d67,"cat,dog,bird,fish,snake,elephant,monkey,zebra,lion,tiger,bird,deer,horse,duck,bee","cat,dog,bird,fish,snake,elephant,monkey,zebra,lion,tiger,bird,deer,horse,duck,bee",yes,14.0,0.9333333333333333
