ID,annotation_id,annotator,created_at,id,lead_time,orig_ID,sent_label,sentence,sentence_id,span_labels,updated_at
b45c50cd638f3f88_2,18,1,2026-03-07T16:39:02.596077Z,35,72.002,b45c50cd638f3f88,EP,"The fluorescent lights cast a bright glow over the aisles, where shelves are neatly stocked with everything from canned goods to fresh produce.",2,"[{""start"":59,""end"":143,""text"":""where shelves are neatly stocked with everything from canned goods to fresh produce."",""labels"":[""EP""]}]",2026-03-07T16:39:02.596090Z
b45c50cd638f3f88_3,19,1,2026-03-07T16:39:14.088794Z,36,11.296,b45c50cd638f3f88,EP,"I’m holding a basket, browsing the dairy section, when I notice a line forming at the deli counter.",3,"[{""start"":50,""end"":98,""text"":""when I notice a line forming at the deli counter"",""labels"":[""EP""]}]",2026-03-07T16:39:14.088818Z
b45c50cd638f3f88_4,20,1,2026-03-07T16:39:37.276666Z,37,22.981,b45c50cd638f3f88,EP,"I grab a carton of milk and a loaf of bread, then head to the checkout.",4,"[{""start"":45,""end"":70,""text"":""then head to the checkout"",""labels"":[""EP""]}]",2026-03-07T16:39:37.276681Z
b45c50cd638f3f88_5,21,1,2026-03-07T16:41:03.030704Z,38,85.536,b45c50cd638f3f88,NONEP,"The cashier is efficient, scanning items quickly while I try to remember if I picked up everything on my list.",5,"[{""start"":26,""end"":109,""text"":""scanning items quickly while I try to remember if I picked up everything on my list"",""labels"":[""EP""]}]",2026-03-07T16:41:03.030721Z
b45c50cd638f3f88_6,22,1,2026-03-07T16:41:18.536129Z,39,15.279,b45c50cd638f3f88,EP,"A mother and her toddler pass by, the child reaching for a colorful cereal box.",6,"[{""start"":34,""end"":78,""text"":""the child reaching for a colorful cereal box"",""labels"":[""EP""]}]",2026-03-07T16:41:18.536142Z
b45c50cd638f3f88_7,23,1,2026-03-07T16:41:42.822491Z,40,24.089,b45c50cd638f3f88,EP,"I smile to myself, thinking about the usual rhythm of the store, the familiar sights and sounds that make it feel like home.",7,"[{""start"":65,""end"":124,""text"":""the familiar sights and sounds that make it feel like home."",""labels"":[""EP""]}]",2026-03-07T16:41:42.822505Z
a7748adde1db7e07_1,24,1,2026-03-07T16:43:01.255895Z,41,78.231,a7748adde1db7e07,EP,"I was in a bustling supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead.",1,"[{""start"":56,""end"":103,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]",2026-03-07T16:43:01.255909Z
a7748adde1db7e07_2,25,1,2026-03-07T16:44:39.250689Z,42,51.718,a7748adde1db7e07,EP,"The aisles were packed with shoppers browsing shelves, some pushing carts filled with groceries, others scanning barcodes with handheld devices.",2,"[{""start"":54,""end"":95,""text"":"" some pushing carts filled with groceries"",""labels"":[""EP""]},{""start"":97,""end"":144,""text"":""others scanning barcodes with handheld devices."",""labels"":[""EP""]}]",2026-03-07T16:44:39.250704Z
a7748adde1db7e07_3,26,1,2026-03-07T16:45:14.942026Z,43,35.483,a7748adde1db7e07,EP,"The scent of fresh produce and baked goods filled the air, mingling with the faint hum of conversation.",3,"[{""start"":58,""end"":103,""text"":"" mingling with the faint hum of conversation."",""labels"":[""EP""]}]",2026-03-07T16:45:14.942040Z
a7748adde1db7e07_4,27,1,2026-03-07T16:48:46.994523Z,44,211.845,a7748adde1db7e07,EP,"I moved through the cereal aisle, picking up a box of oats, then stopped at the dairy section to grab milk.",4,"[{""start"":34,""end"":58,""text"":""picking up a box of oats"",""labels"":[""EP""]},{""start"":60,""end"":106,""text"":""then stopped at the dairy section to grab milk"",""labels"":[""EP""]}]",2026-03-07T16:48:46.994537Z
a7748adde1db7e07_5,28,1,2026-03-07T16:50:41.105307Z,45,113.896,a7748adde1db7e07,EP,"A young mother with a toddler in a stroller passed me, the child reaching for a colorful toy on the floor.",5,"[{""start"":55,""end"":105,""text"":""the child reaching for a colorful toy on the floor"",""labels"":[""EP""]}]",2026-03-07T16:50:41.105320Z
a7748adde1db7e07_6,29,1,2026-03-07T16:51:47.479593Z,46,66.105,a7748adde1db7e07,EP,"I grabbed a loaf of bread from the bakery display, its golden crust still warm.",6,"[{""start"":50,""end"":79,""text"":"" its golden crust still warm."",""labels"":[""NONEP""]}]",2026-03-07T16:51:47.479607Z
a7748adde1db7e07_7,30,1,2026-03-07T16:53:44.263036Z,47,116.559,a7748adde1db7e07,EP,"As I approached the checkout, I noticed a line forming, and I stepped back to wait, glancing at the advertisements on the walls.",7,"[{""start"":0,""end"":29,""text"":""As I approached the checkout,"",""labels"":[""EP""]},{""start"":84,""end"":127,""text"":""glancing at the advertisements on the walls"",""labels"":[""EP""]}]",2026-03-07T16:53:44.263052Z
a7748adde1db7e07_8,31,1,2026-03-07T16:57:53.595004Z,48,142.747,a7748adde1db7e07,NONEP,"The scene was familiar, yet always slightly different, a routine that felt both comforting and ever-changing.",8,"[{""start"":23,""end"":53,""text"":"" yet always slightly different"",""labels"":[""NONEP""]},{""start"":55,""end"":109,""text"":""a routine that felt both comforting and ever-changing."",""labels"":[""EP""]}]",2026-03-07T16:57:53.595036Z
4a61492dd69bf489_1,32,1,2026-03-07T16:58:33.188565Z,49,38.341,4a61492dd69bf489,EP,"I was in a quiet section of the supermarket, browsing the canned goods aisle.",1,"[{""start"":45,""end"":77,""text"":""browsing the canned goods aisle."",""labels"":[""EP""]}]",2026-03-07T16:58:33.188581Z
4a61492dd69bf489_2,33,1,2026-03-07T16:58:52.827576Z,50,17.627,4a61492dd69bf489,EP,"The fluorescent lights hummed softly, and the faint sound of a radio played in the background.",2,"[{""start"":38,""end"":94,""text"":""and the faint sound of a radio played in the background."",""labels"":[""EP""]}]",2026-03-07T16:58:52.827603Z
4a61492dd69bf489_3,34,1,2026-03-07T16:59:43.797936Z,51,21.368,4a61492dd69bf489,EP,"I grabbed a can of soup and placed it in my cart, then moved to the snack aisle, where the smell of pretzels and chips lingered in the air.",3,"[{""start"":49,""end"":81,""text"":"" then moved to the snack aisle, "",""labels"":[""EP""]},{""start"":81,""end"":139,""text"":""where the smell of pretzels and chips lingered in the air."",""labels"":[""EP""]}]",2026-03-07T16:59:43.797965Z
4a61492dd69bf489_4,35,1,2026-03-07T16:59:55.056579Z,52,10.038,4a61492dd69bf489,EP,"I picked up a bag of almonds and a chocolate bar, checking the expiration dates as I went.",4,"[{""start"":50,""end"":90,""text"":""checking the expiration dates as I went."",""labels"":[""EP""]}]",2026-03-07T16:59:55.056614Z
4a61492dd69bf489_5,36,1,2026-03-07T17:00:14.110234Z,53,11.385,4a61492dd69bf489,EP,"A family with young children passed by, laughing and pointing at the colorful displays.",5,"[{""start"":40,""end"":87,""text"":""laughing and pointing at the colorful displays."",""labels"":[""EP""]}]",2026-03-07T17:00:14.110247Z
4a61492dd69bf489_6,37,1,2026-03-07T17:00:29.756885Z,54,15.448,4a61492dd69bf489,EP,"I reached the checkout counter, where a cashier with a name tag reading ""Jenny"" greeted me with a smile.",6,"[{""start"":32,""end"":104,""text"":""where a cashier with a name tag reading \""Jenny\"" greeted me with a smile."",""labels"":[""EP""]}]",2026-03-07T17:00:29.756898Z
4a61492dd69bf489_7,38,1,2026-03-07T17:00:50.674853Z,55,20.698,4a61492dd69bf489,EP,"I paid for my items and took a moment to admire the produce section, where fresh apples and oranges were arranged neatly in plastic bins.",7,,2026-03-07T17:00:50.674867Z
4a61492dd69bf489_8,39,1,2026-03-07T17:02:10.562626Z,56,41.618,4a61492dd69bf489,EP,"The store felt calm and familiar, a place where everyday routines unfolded smoothly.",8,"[{""start"":33,""end"":84,""text"":"" a place where everyday routines unfolded smoothly."",""labels"":[""EP""]}]",2026-03-07T17:02:10.562643Z
206a1264a38e8fb8_1,40,1,2026-03-07T17:02:34.439729Z,57,23.665,206a1264a38e8fb8,EP,"I’m in a busy supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":50,""end"":123,""text"":""the hum of conversation and the clatter of shopping carts filling the air"",""labels"":[""EP""]}]",2026-03-07T17:02:34.439743Z
206a1264a38e8fb8_2,41,1,2026-03-07T17:02:45.030006Z,58,10.369,206a1264a38e8fb8,EP,"Shelves are lined with neatly arranged products, their labels facing outward.",2,"[{""start"":48,""end"":77,""text"":"" their labels facing outward."",""labels"":[""EP""]}]",2026-03-07T17:02:45.030020Z
206a1264a38e8fb8_3,42,1,2026-03-07T17:03:11.017563Z,59,25.763,206a1264a38e8fb8,EP,"I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few snacks for the weekend.",3,"[{""start"":21,""end"":103,""text"":"" scanning the aisles for essentials—milk, bread, and a few snacks for the weekend."",""labels"":[""EP""]}]",2026-03-07T17:03:11.017576Z
206a1264a38e8fb8_4,43,1,2026-03-07T17:03:27.164361Z,60,15.942,206a1264a38e8fb8,EP,"The scent of fresh produce wafts from the fruit section, where bright colors catch my eye.",4,"[{""start"":56,""end"":89,""text"":"" where bright colors catch my eye"",""labels"":[""EP""]}]",2026-03-07T17:03:27.164381Z
206a1264a38e8fb8_5,44,1,2026-03-07T17:03:54.170271Z,61,26.756,206a1264a38e8fb8,EP,"A child tugs at their parent’s sleeve, pointing at a display of colorful cereals.",5,"[{""start"":38,""end"":81,""text"":"" pointing at a display of colorful cereals."",""labels"":[""EP""]}]",2026-03-07T17:03:54.170284Z
206a1264a38e8fb8_6,45,1,2026-03-07T17:04:15.365480Z,62,20.985,206a1264a38e8fb8,EP,"I grab a carton of milk, then head to the bread aisle, where the warm smell of freshly baked loaves lingers.",6,"[{""start"":25,""end"":53,""text"":""then head to the bread aisle"",""labels"":[""EP""]},{""start"":55,""end"":108,""text"":""where the warm smell of freshly baked loaves lingers."",""labels"":[""EP""]}]",2026-03-07T17:04:15.365505Z
206a1264a38e8fb8_7,46,1,2026-03-07T17:04:24.871464Z,63,9.271,206a1264a38e8fb8,EP,"I select a loaf, check the expiration date, and place it in my basket.",7,"[{""start"":17,""end"":42,""text"":""check the expiration date"",""labels"":[""EP""]},{""start"":44,""end"":69,""text"":""and place it in my basket"",""labels"":[""EP""]}]",2026-03-07T17:04:24.871476Z
206a1264a38e8fb8_8,47,1,2026-03-07T17:04:35.437582Z,64,10.363,206a1264a38e8fb8,EP,"As I move toward the checkout, I glance at the coupons on display, considering whether to pick one up.",8,"[{""start"":30,""end"":66,""text"":"" I glance at the coupons on display,"",""labels"":[""EP""]},{""start"":67,""end"":102,""text"":""considering whether to pick one up."",""labels"":[""EP""]}]",2026-03-07T17:04:35.437596Z
206a1264a38e8fb8_9,48,1,2026-03-07T17:04:50.348030Z,65,14.698,206a1264a38e8fb8,NONEP,"The line is short, and I wait patiently, watching the cashier scan items with practiced efficiency.",9,"[{""start"":19,""end"":40,""text"":""and I wait patiently,"",""labels"":[""EP""]},{""start"":41,""end"":99,""text"":""watching the cashier scan items with practiced efficiency."",""labels"":[""EP""]}]",2026-03-07T17:04:50.348045Z
a8426571676d8535_1,49,1,2026-03-07T17:05:05.524608Z,66,14.971,a8426571676d8535,EP,"I’m in a bustling supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":54,""end"":128,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]",2026-03-07T17:05:05.524624Z
a8426571676d8535_2,50,1,2026-03-07T17:05:17.064772Z,67,11.331,a8426571676d8535,EP,"The fluorescent lights buzz softly overhead, casting a bright glow over the neatly arranged shelves.",2,"[{""start"":45,""end"":98,""text"":""casting a bright glow over the neatly arranged shelve"",""labels"":[""EP""]}]",2026-03-07T17:05:17.064785Z
a8426571676d8535_3,51,1,2026-03-07T17:05:37.002302Z,68,27.477,a8426571676d8535,EP,"I’m holding a basket, scanning the aisles for essentials—milk, bread, and a few fresh vegetables.",3,"[{""start"":22,""end"":97,""text"":""scanning the aisles for essentials—milk, bread, and a few fresh vegetables."",""labels"":[""EP""]}]",2026-03-07T17:06:17.672925Z
a8426571676d8535_4,52,1,2026-03-07T17:07:09.993102Z,69,17.794,a8426571676d8535,EP,"The smell of fresh produce and baked goods wafts through the store, mingling with the faint scent of cleaning products.",4,"[{""start"":68,""end"":119,""text"":""mingling with the faint scent of cleaning products."",""labels"":[""EP""]}]",2026-03-07T17:07:09.993115Z
a8426571676d8535_5,53,1,2026-03-07T17:07:24.541435Z,70,14.342,a8426571676d8535,EP,"A mother and her child walk past, the child pointing at a colorful box of cereal.",5,"[{""start"":34,""end"":81,""text"":""the child pointing at a colorful box of cereal."",""labels"":[""EP""]}]",2026-03-07T17:07:24.541453Z
a8426571676d8535_6,54,1,2026-03-07T17:07:36.188213Z,71,11.431,a8426571676d8535,EP,"I grab a loaf of whole grain bread and a carton of almond milk, then head to the produce section, where a display of ripe apples catches my eye.",6,"[{""start"":64,""end"":96,""text"":""then head to the produce section"",""labels"":[""EP""]},{""start"":98,""end"":144,""text"":""where a display of ripe apples catches my eye."",""labels"":[""EP""]}]",2026-03-07T17:07:36.188232Z
a8426571676d8535_7,55,1,2026-03-07T17:07:55.835509Z,72,19.443,a8426571676d8535,EP,"I pick one, add it to my basket, and make my way to the checkout, where a cashier scans my items with a steady hand.",7,"[{""start"":12,""end"":32,""text"":""add it to my basket,"",""labels"":[""EP""]},{""start"":33,""end"":64,""text"":""and make my way to the checkout"",""labels"":[""EP""]},{""start"":66,""end"":116,""text"":""where a cashier scans my items with a steady hand."",""labels"":[""EP""]}]",2026-03-07T17:07:55.835523Z
a8426571676d8535_8,56,1,2026-03-07T17:08:34.852240Z,73,38.795,a8426571676d8535,NONEP,"The scene is familiar, routine, and comforting.",8,,2026-03-07T17:08:34.852253Z
3ac22ffe1f4df9a2_1,57,1,2026-03-07T17:08:45.582545Z,74,10.532,3ac22ffe1f4df9a2,EP,"I was walking down the aisle of a busy supermarket, pushing a shopping cart filled with a few items.",1,"[{""start"":51,""end"":100,""text"":"" pushing a shopping cart filled with a few items."",""labels"":[""EP""]}]",2026-03-07T17:08:45.582559Z
3ac22ffe1f4df9a2_2,58,1,2026-03-07T17:09:14.157288Z,75,28.344,3ac22ffe1f4df9a2,EP,"The fluorescent lights hummed softly, and the scent of fresh produce and baked goods filled the air.",2,"[{""start"":38,""end"":99,""text"":""and the scent of fresh produce and baked goods filled the air"",""labels"":[""EP""]}]",2026-03-07T17:09:14.157304Z
3ac22ffe1f4df9a2_3,59,1,2026-03-07T17:09:41.094759Z,76,26.702,3ac22ffe1f4df9a2,EP,"I paused at the dairy section, eyeing the milk and cheese, before heading to the cereal aisle.",3,"[{""start"":31,""end"":57,""text"":""eyeing the milk and cheese"",""labels"":[""EP""]},{""start"":59,""end"":93,""text"":""before heading to the cereal aisle"",""labels"":[""EP""]}]",2026-03-07T17:09:41.094776Z
3ac22ffe1f4df9a2_4,60,1,2026-03-07T17:09:53.491489Z,77,12.175,3ac22ffe1f4df9a2,EP,"I grabbed a box of oatmeal and a bag of almonds, then moved to the bread counter, where a display of loaves sat neatly.",4,"[{""start"":49,""end"":81,""text"":""then moved to the bread counter,"",""labels"":[""EP""]},{""start"":82,""end"":119,""text"":""where a display of loaves sat neatly."",""labels"":[""EP""]}]",2026-03-07T17:09:53.491503Z
3ac22ffe1f4df9a2_5,61,1,2026-03-07T17:09:59.280677Z,78,5.566,3ac22ffe1f4df9a2,EP,I selected a slice of whole grain bread and placed it in the cart.,5,,2026-03-07T17:09:59.280692Z
3ac22ffe1f4df9a2_6,62,1,2026-03-07T17:10:09.277204Z,79,9.81,3ac22ffe1f4df9a2,EP,"As I passed the snack section, I noticed a promotion for cookies, but decided against buying any.",6,"[{""start"":30,""end"":64,""text"":"" I noticed a promotion for cookies"",""labels"":[""EP""]},{""start"":66,""end"":97,""text"":""but decided against buying any."",""labels"":[""EP""]}]",2026-03-07T17:10:09.277222Z
3ac22ffe1f4df9a2_7,63,1,2026-03-07T17:10:17.736555Z,80,8.257,3ac22ffe1f4df9a2,EP,"I made my way to the checkout, where a line of people waited.",7,"[{""start"":31,""end"":61,""text"":""where a line of people waited."",""labels"":[""EP""]}]",2026-03-07T17:10:17.736587Z
3ac22ffe1f4df9a2_8,64,1,2026-03-07T17:13:06.599183Z,81,168.655,3ac22ffe1f4df9a2,EP,I placed my items on the conveyor belt and waited patiently while the cashier scanned them.,8,,2026-03-07T17:13:06.599196Z
3ac22ffe1f4df9a2_9,65,1,2026-03-07T17:13:14.816893Z,82,8.028,3ac22ffe1f4df9a2,EP,The bell above the door chimed as I stepped out into the cool afternoon air.,9,,2026-03-07T17:13:14.816907Z
aacec48a3ba6aefe_1,66,1,2026-03-07T17:13:25.719123Z,83,10.702,aacec48a3ba6aefe,EP,"I was walking through the aisles of a bustling supermarket, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":59,""end"":134,""text"":"" the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]",2026-03-07T17:13:25.719137Z
aacec48a3ba6aefe_2,67,1,2026-03-07T17:13:41.313731Z,84,15.391,aacec48a3ba6aefe,EP,"The fluorescent lights cast a bright glow over the neatly arranged shelves, each labeled with clear, bold letters.",2,"[{""start"":75,""end"":114,""text"":"" each labeled with clear, bold letters."",""labels"":[""NONEP""]}]",2026-03-07T17:13:41.313758Z
aacec48a3ba6aefe_3,68,1,2026-03-07T17:13:56.915052Z,85,15.387,aacec48a3ba6aefe,EP,"I grabbed a basket and moved toward the produce section, where fresh fruits and vegetables were displayed in vibrant colors.",3,"[{""start"":57,""end"":123,""text"":""where fresh fruits and vegetables were displayed in vibrant colors"",""labels"":[""EP""]}]",2026-03-07T17:13:56.915065Z
aacec48a3ba6aefe_4,69,1,2026-03-07T17:14:07.675102Z,86,10.533,aacec48a3ba6aefe,EP,"I paused to inspect a bin of apples, selecting a few that looked crisp and red.",4,"[{""start"":37,""end"":79,""text"":""selecting a few that looked crisp and red."",""labels"":[""EP""]}]",2026-03-07T17:14:07.675119Z
aacec48a3ba6aefe_5,70,1,2026-03-07T17:15:41.572001Z,87,93.643,aacec48a3ba6aefe,EP,"Next, I headed to the dairy section, where the smell of cheese and yogurt lingered.",5,"[{""start"":5,""end"":36,""text"":"" I headed to the dairy section,"",""labels"":[""EP""]},{""start"":37,""end"":83,""text"":""where the smell of cheese and yogurt lingered."",""labels"":[""EP""]}]",2026-03-07T17:15:41.572016Z
aacec48a3ba6aefe_6,71,1,2026-03-07T17:15:46.498902Z,88,4.717,aacec48a3ba6aefe,EP,I picked up a carton of milk and a block of cheddar.,6,,2026-03-07T17:15:46.498921Z
aacec48a3ba6aefe_7,72,1,2026-03-07T17:15:58.029713Z,89,11.332,aacec48a3ba6aefe,EP,"As I made my way to the checkout, I passed a display of snacks and candies, but I didn’t stop.",7,"[{""start"":33,""end"":74,""text"":"" I passed a display of snacks and candies"",""labels"":[""EP""]},{""start"":75,""end"":94,""text"":"" but I didn’t stop."",""labels"":[""EP""]}]",2026-03-07T17:15:58.029729Z
aacec48a3ba6aefe_8,73,1,2026-03-07T17:16:06.936171Z,90,8.692,aacec48a3ba6aefe,EP,"The cashier was already waiting, and I placed my items on the conveyor belt, ready to pay.",8,"[{""start"":33,""end"":75,""text"":""and I placed my items on the conveyor belt"",""labels"":[""EP""]},{""start"":76,""end"":90,""text"":"" ready to pay."",""labels"":[""EP""]}]",2026-03-07T17:16:06.936184Z
8fb1aa6e509c08f9_1,74,1,2026-03-07T17:16:12.801646Z,91,5.665,8fb1aa6e509c08f9,EP,"I was in a busy supermarket on a weekday afternoon, the fluorescent lights buzzing softly overhead.",1,"[{""start"":52,""end"":99,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]",2026-03-07T17:16:12.801666Z
8fb1aa6e509c08f9_2,75,1,2026-03-07T17:16:22.428375Z,92,9.399,8fb1aa6e509c08f9,EP,"The aisles were packed with shoppers browsing shelves, some pushing carts while others stood in small groups discussing groceries.",2,"[{""start"":54,""end"":130,""text"":"" some pushing carts while others stood in small groups discussing groceries."",""labels"":[""EP""]}]",2026-03-07T17:16:22.428395Z
8fb1aa6e509c08f9_3,76,1,2026-03-07T17:16:27.691816Z,93,5.065,8fb1aa6e509c08f9,EP,"The scent of fresh produce and baked goods filled the air, mingling with the faint hum of the refrigerators.",3,"[{""start"":58,""end"":108,""text"":"" mingling with the faint hum of the refrigerators."",""labels"":[""EP""]}]",2026-03-07T17:16:27.691831Z
8fb1aa6e509c08f9_4,77,1,2026-03-07T17:16:37.438438Z,94,9.533,8fb1aa6e509c08f9,EP,"I moved through the cereal aisle, scanning for a specific brand, while a child tugged at their parent’s sleeve, pointing at a colorful toy.",4,"[{""start"":65,""end"":111,""text"":""while a child tugged at their parent’s sleeve,"",""labels"":[""EP""]},{""start"":112,""end"":139,""text"":""pointing at a colorful toy."",""labels"":[""EP""]}]",2026-03-07T17:16:37.438452Z
8fb1aa6e509c08f9_5,78,1,2026-03-07T17:17:54.638704Z,95,76.998,8fb1aa6e509c08f9,EP,"Near the dairy section, an elderly man carefully checked the expiration dates on milk cartons.",5,"[{""start"":24,""end"":94,""text"":""an elderly man carefully checked the expiration dates on milk cartons."",""labels"":[""EP""]}]",2026-03-07T17:17:54.638720Z
8fb1aa6e509c08f9_6,79,1,2026-03-07T17:18:08.889570Z,96,14.045,8fb1aa6e509c08f9,EP,"A cashier at the register was surrounded by a line of customers, some holding baskets full of items.",6,"[{""start"":65,""end"":100,""text"":""some holding baskets full of items."",""labels"":[""EP""]}]",2026-03-07T17:18:08.889585Z
8fb1aa6e509c08f9_7,80,1,2026-03-07T17:18:30.131886Z,97,21.034,8fb1aa6e509c08f9,EP,"I grabbed a few essentials and headed to the checkout, where a young employee was bagging groceries with a calm, efficient pace.",7,"[{""start"":55,""end"":128,""text"":""where a young employee was bagging groceries with a calm, efficient pace."",""labels"":[""EP""]}]",2026-03-07T17:18:30.131899Z
8fb1aa6e509c08f9_8,81,1,2026-03-07T17:18:41.577750Z,98,11.232,8fb1aa6e509c08f9,NONEP,"The scene was familiar, routine, yet alive with the quiet energy of everyday life.",8,"[{""start"":33,""end"":82,""text"":""yet alive with the quiet energy of everyday life."",""labels"":[""EP""]}]",2026-03-07T17:18:41.577767Z
fbe8651cdffbb86d_1,82,1,2026-03-07T17:18:47.452984Z,99,5.675,fbe8651cdffbb86d,EP,"I’m walking through the aisles of a well-lit supermarket, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":58,""end"":132,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]",2026-03-07T17:18:47.453007Z
fbe8651cdffbb86d_2,83,1,2026-03-07T17:18:57.504286Z,100,9.838,fbe8651cdffbb86d,EP,"I’m holding a basket, carefully selecting items from the shelves—organic apples, a pack of bread, a bottle of olive oil.",2,"[{""start"":22,""end"":120,""text"":""carefully selecting items from the shelves—organic apples, a pack of bread, a bottle of olive oil."",""labels"":[""EP""]}]",2026-03-07T17:18:57.504302Z
fbe8651cdffbb86d_3,84,1,2026-03-07T17:19:01.067442Z,101,3.335,fbe8651cdffbb86d,EP,The scent of fresh produce and baked goods wafts through the store.,3,,2026-03-07T17:19:01.067455Z
fbe8651cdffbb86d_4,85,1,2026-03-07T17:19:08.305871Z,102,7.041,fbe8651cdffbb86d,EP,"I pause at the dairy section, reading labels on yogurt and cheese, comparing expiration dates.",4,"[{""start"":29,""end"":66,""text"":"" reading labels on yogurt and cheese,"",""labels"":[""EP""]},{""start"":67,""end"":94,""text"":""comparing expiration dates."",""labels"":[""EP""]}]",2026-03-07T17:19:08.305885Z
fbe8651cdffbb86d_5,86,1,2026-03-07T17:19:16.198683Z,103,7.657,fbe8651cdffbb86d,EP,A child giggles nearby as their parent helps them pick out a juice box.,5,,2026-03-07T17:19:16.198704Z
fbe8651cdffbb86d_6,87,1,2026-03-07T17:19:22.388749Z,104,5.978,fbe8651cdffbb86d,EP,"I grab a few snacks for later and head to the checkout, where a cashier scans my items with a calm efficiency.",6,"[{""start"":56,""end"":110,""text"":""where a cashier scans my items with a calm efficiency."",""labels"":[""EP""]}]",2026-03-07T17:19:22.388766Z
fbe8651cdffbb86d_7,88,1,2026-03-07T17:19:35.487769Z,105,12.902,fbe8651cdffbb86d,EP,"I pay with a card, then grab my bag and head out, the sun warming my shoulders as I step back onto the sidewalk.",7,"[{""start"":19,""end"":49,""text"":""then grab my bag and head out,"",""labels"":[""EP""]},{""start"":50,""end"":112,""text"":""the sun warming my shoulders as I step back onto the sidewalk."",""labels"":[""EP""]}]",2026-03-07T17:19:35.487784Z
